=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.11.10 12:30:16 =~=~=~=~=~=~=~=~=~=~=~=
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    229, 2133, 2070,   60,    3,   0.0281,  9.3144, 10.6980, -0.3568,  0.0349,  0.0698,
Q0    230, 2141, 2081,   60,    0,   0.0280,  9.3087, 10.7030, -0.3592,  0.0343,  0.0703,
Q0    231, 2151, 2091,   60,    0,   0.0279,  9.3117, 10.6888, -0.3622,  0.0346,  0.0689,
Q0    232, 2163, 2103,   60,    0,   0.0277,  9.3233, 10.7212, -0.3657,  0.0359,  0.0721,
Q0    233, 2175, 2115,   60,    0,   0.0276,  9.3348, 10.7308, -0.3692,  0.0372,  0.0731,
Q0    234, 2182, 2122,   60,    0,   0.0275,  9.3248, 10.7492, -0.3712,  0.0361,  0.0749,
Q0    235, 2189, 2129,   60,    0,   0.0274,  9.3149, 10.7468, -0.3732,  0.0350,  0.0747,
Q0    236, 2197, 2134,   60,    3,   0.0273,  9.3093, 10.7586, -0.3755,  0.0344,  0.0759,
Q0    237, 2210, 2147,   60,    3,   0.0271,  9.3249, 10.7590, -0.3792,  0.0361,  0.0759,
Q0    238, 2219, 2154,   60,    5,   0.0270,  9.3235, 10.7410, -0.3817,  0.0359,  0.0741,
Q0    239, 2228, 2164,   60,    4,   0.0269,  9.3222, 10.7461, -0.3842,  0.0358,  0.0746,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    240, 2236, 2175,   60,    1,   0.0268,  9.3167, 10.7510, -0.3864,  0.0352,  0.0751,
Q0    241, 2240, 2180,   60,    0,   0.0268,  9.2946, 10.7531, -0.3875,  0.0327,  0.0753,
Q0    242, 2249, 2189,   60,    0,   0.0267,  9.2934, 10.7555, -0.3900,  0.0326,  0.0756,
Q0    243, 2257, 2197,   60,    0,   0.0266,  9.2881, 10.7557, -0.3921,  0.0320,  0.0756,
Q0    244, 2268, 2208,   60,    0,   0.0265,  9.2951, 10.7697, -0.3951,  0.0328,  0.0770,
Q0    245, 2281, 2214,   60,    7,   0.0263,  9.3102, 10.7640, -0.3985,  0.0345,  0.0764,
Q0    246, 2288, 2226,   60,    2,   0.0262,  9.3008, 10.7638, -0.4004,  0.0334,  0.0764,
Q0    247, 2296, 2233,   60,    3,   0.0261,  9.2955, 10.7474, -0.4024,  0.0328,  0.0747,
Q0    248, 2303, 2243,   60,    0,   0.0261,  9.2863, 10.7598, -0.4043,  0.0318,  0.0760,
Q0    249, 2310, 2250,   60,    0,   0.0260,  9.2771, 10.7526, -0.4061,  0.0308,  0.0753,
Q0    250, 2321, 2260,   60,    1,   0.0259,  9.2840, 10.7517, -0.4089,  0.0316,  0.0752,
Q0    251, 2333, 2273,   60,    0,   0.0257,  9.2948, 10.7594, -0.4119,  0.0328,  0.0759,
Q0    252, 2338, 2277,   60,    1,   0.0257,  9.2778, 10.7585, -0.4132,  0.0309,  0.0758,
Q0    253, 2347, 2284,   60,    3,   0.0256,  9.2767, 10.7541, -0.4154,  0.0307,  0.0754,
Q0    254, 2354, 2290,   60,    4,   0.0255,  9.2677, 10.7350, -0.4172,  0.0297,  0.0735,
Q0    255, 2362, 2298,   60,    4,   0.0254,  9.2627, 10.7359, -0.4191,  0.0292,  0.0736,
Q0    256, 2381, 2312,   60,    9,   0.0252,  9.3008, 10.7536, -0.4238,  0.0334,  0.0754,
Q0    257, 2393, 2328,   60,    5,   0.0251,  9.3113, 10.7654, -0.4267,  0.0346,  0.0765,
Q0    258, 2400, 2339,   60,    1,   0.0250,  9.3023, 10.7658, -0.4283,  0.0336,  0.0766,
Q0    259, 2412, 2349,   60,    3,   0.0249,  9.3127, 10.7702, -0.4312,  0.0347,  0.0770,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    260, 2425, 2357,   60,    8,   0.0247,  9.3269, 10.7592, -0.4342,  0.0363,  0.0759,
Q0    261, 2430, 2364,   60,    6,   0.0247,  9.3103, 10.7308, -0.4354,  0.0345,  0.0731,
Q0    262, 2440, 2371,   63,    6,   0.0258,  9.3130, 10.7232, -0.4096,  0.0348,  0.0723,
Q0    263, 2445, 2380,   63,    2,   0.0258,  9.2966, 10.7150, -0.4108,  0.0330,  0.0715,
Q0    264, 2454, 2389,   63,    2,   0.0257,  9.2955, 10.7003, -0.4130,  0.0328,  0.0700,
Q0    265, 2463, 2396,   63,    4,   0.0256,  9.2943, 10.7060, -0.4151,  0.0327,  0.0706,
Q0    266, 2470, 2407,   63,    0,   0.0255,  9.2857, 10.7197, -0.4168,  0.0317,  0.0720,
Q0    267, 2480, 2413,   63,    4,   0.0254,  9.2884, 10.7019, -0.4191,  0.0320,  0.0702,
Q0    268, 2488, 2424,   63,    1,   0.0253,  9.2836, 10.7089, -0.4210,  0.0315,  0.0709,
Q0    269, 2496, 2433,   63,    0,   0.0252,  9.2788, 10.7047, -0.4228,  0.0310,  0.0705,
Q0    270, 2507, 2442,   63,    2,   0.0251,  9.2852, 10.7087, -0.4254,  0.0317,  0.0709,
Q0    271, 2523, 2455,   63,    5,   0.0250,  9.3100, 10.7155, -0.4290,  0.0344,  0.0716,
Q0    272, 2532, 2466,   63,    3,   0.0249,  9.3088, 10.7134, -0.4311,  0.0343,  0.0713,
Q0    273, 2546, 2476,   63,    7,   0.0247,  9.3260, 10.7114, -0.4342,  0.0362,  0.0711,
Q0    274, 2557, 2493,   64,    0,   0.0250,  9.3321, 10.7466, -0.4277,  0.0369,  0.0747,
Q0    275, 2569, 2499,   64,    6,   0.0249,  9.3418, 10.7298, -0.4303,  0.0380,  0.0730,
Q0    276, 2579, 2509,   64,    6,   0.0248,  9.3442, 10.7248, -0.4326,  0.0382,  0.0725,
Q0    277, 2587, 2518,   64,    5,   0.0247,  9.3393, 10.7184, -0.4343,  0.0377,  0.0718,
Q0    278, 2602, 2525,   67,   10,   0.0257,  9.3597, 10.7002, -0.4112,  0.0400,  0.0700,
Q0    279, 2609, 2535,   69,    5,   0.0264,  9.3513, 10.6940, -0.3953,  0.0390,  0.0694,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    280, 2617, 2548,   69,    0,   0.0264,  9.3464, 10.7067, -0.3971,  0.0385,  0.0707,
Q0    281, 2628, 2551,   69,    8,   0.0263,  9.3523, 10.6693, -0.3996,  0.0391,  0.0669,
Q0    282, 2634, 2559,   71,    4,   0.0270,  9.3404, 10.6583, -0.3836,  0.0378,  0.0658,
Q0    283, 2647, 2565,   73,    9,   0.0276,  9.3534, 10.6403, -0.3694,  0.0393,  0.0640,
Q0    284, 2660, 2577,   76,    7,   0.0286,  9.3662, 10.6410, -0.3467,  0.0407,  0.0641,
Q0    285, 2670, 2588,   79,    3,   0.0296,  9.3684, 10.6444, -0.3234,  0.0409,  0.0644,
Q0    286, 2683, 2596,   80,    7,   0.0298,  9.3811, 10.6383, -0.3182,  0.0423,  0.0638,
Q0    287, 2697, 2606,   83,    8,   0.0308,  9.3972, 10.6367, -0.2963,  0.0441,  0.0637,
Q0    288, 2704, 2621,   83,    0,   0.0307,  9.3889, 10.6559, -0.2981,  0.0432,  0.0656,
Q0    289, 2712, 2626,   83,    3,   0.0306,  9.3841, 10.6305, -0.3002,  0.0427,  0.0630,
Q0    290, 2729, 2640,   83,    6,   0.0304,  9.4103, 10.6459, -0.3045,  0.0456,  0.0646,
Q0    291, 2736, 2647,   83,    6,   0.0303,  9.4021, 10.6359, -0.3063,  0.0447,  0.0636,
Q0    292, 2743, 2651,   83,    9,   0.0303,  9.3938, 10.6135, -0.3081,  0.0438,  0.0613,
Q0    293, 2754, 2664,   83,    7,   0.0301,  9.3993, 10.6220, -0.3109,  0.0444,  0.0622,
Q0    294, 2761, 2675,   83,    3,   0.0301,  9.3912, 10.6218, -0.3126,  0.0435,  0.0622,
Q0    295, 2767, 2684,   83,    0,   0.0300,  9.3797, 10.6381, -0.3141,  0.0422,  0.0638,
Q0    296, 2778, 2695,   83,    0,   0.0299,  9.3851, 10.6563, -0.3168,  0.0428,  0.0656,
Q0    297, 2784, 2701,   83,    0,   0.0298,  9.3737, 10.6565, -0.3183,  0.0415,  0.0657,
Q0    298, 2793, 2705,   83,    5,   0.0297,  9.3725, 10.6423, -0.3205,  0.0414,  0.0642,
Q0    299, 2800, 2716,   83,    1,   0.0296,  9.3645, 10.6471, -0.3222,  0.0405,  0.0647,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    300, 2806, 2723,   83,    0,   0.0296,  9.3533, 10.6560, -0.3236,  0.0393,  0.0656,
Q0    301, 2821, 2730,   83,    8,   0.0294,  9.3721, 10.6428, -0.3272,  0.0413,  0.0643,
Q0    302, 2832, 2744,   85,    3,   0.0300,  9.3775, 10.6496, -0.3137,  0.0419,  0.0650,
Q0    303, 2843, 2749,   85,    9,   0.0299,  9.3828, 10.6366, -0.3163,  0.0425,  0.0637,
Q0    304, 2847, 2759,   85,    3,   0.0299,  9.3651, 10.6323, -0.3173,  0.0406,  0.0632,
Q0    305, 2856, 2768,   85,    3,   0.0298,  9.3639, 10.6186, -0.3195,  0.0404,  0.0619,
Q0    306, 2867, 2775,   85,    7,   0.0296,  9.3693, 10.6109, -0.3221,  0.0410,  0.0611,
Q0    307, 2873, 2783,   85,    5,   0.0296,  9.3583, 10.5845, -0.3235,  0.0398,  0.0585,
Q0    308, 2886, 2788,   89,    9,   0.0308,  9.3701, 10.5771, -0.2948,  0.0411,  0.0577,
Q0    309, 2892, 2797,   90,    5,   0.0311,  9.3592, 10.5710, -0.2884,  0.0399,  0.0571,
Q0    310, 2905, 2806,   90,    9,   0.0310,  9.3710, 10.5675, -0.2916,  0.0412,  0.0568,
Q0    311, 2914, 2822,   90,    2,   0.0309,  9.3698, 10.5852, -0.2938,  0.0411,  0.0585,
Q0    312, 2926, 2833,   90,    3,   0.0308,  9.3782, 10.5884, -0.2967,  0.0420,  0.0588,
Q0    313, 2934, 2843,   90,    1,   0.0307,  9.3738, 10.5839, -0.2986,  0.0415,  0.0584,
Q0    314, 2943, 2853,   90,    0,   0.0306,  9.3726, 10.5807, -0.3007,  0.0414,  0.0581,
Q0    315, 2946, 2856,   90,    0,   0.0305,  9.3524, 10.5839, -0.3014,  0.0392,  0.0584,
Q0    316, 2958, 2864,   90,    4,   0.0304,  9.3608, 10.5746, -0.3043,  0.0401,  0.0575,
Q0    317, 2972, 2871,   93,    8,   0.0313,  9.3754, 10.5642, -0.2845,  0.0417,  0.0564,
Q0    318, 2980, 2879,   95,    6,   0.0319,  9.3711, 10.5587, -0.2710,  0.0412,  0.0559,
Q0    319, 2985, 2890,   95,    0,   0.0318,  9.3574, 10.5604, -0.2723,  0.0397,  0.0560,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    320, 2994, 2897,   95,    2,   0.0317,  9.3562, 10.5530, -0.2744,  0.0396,  0.0553,
Q0    321, 3003, 2908,   95,    0,   0.0316,  9.3551, 10.5600, -0.2766,  0.0395,  0.0560,
Q0    322, 3012, 2914,   95,    3,   0.0315,  9.3540, 10.5454, -0.2788,  0.0393,  0.0545,
Q0    323, 3019, 2924,   95,    0,   0.0315,  9.3467, 10.5502, -0.2805,  0.0385,  0.0550,
Q0    324, 3027, 2931,   95,    1,   0.0314,  9.3426, 10.5584, -0.2824,  0.0381,  0.0558,
Q0    325, 3036, 2941,   95,    0,   0.0313,  9.3415, 10.5728, -0.2845,  0.0379,  0.0573,
Q0    326, 3044, 2949,   95,    0,   0.0312,  9.3374, 10.5877, -0.2864,  0.0375,  0.0588,
Q0    327, 3055, 2958,   95,    2,   0.0311,  9.3425, 10.5924, -0.2889,  0.0381,  0.0592,
Q0    328, 3067, 2970,   95,    2,   0.0310,  9.3506, 10.6068, -0.2917,  0.0390,  0.0607,
Q0    329, 3075, 2977,   95,    3,   0.0309,  9.3465, 10.5981, -0.2936,  0.0385,  0.0598,
Q0    330, 3088, 2988,   95,    5,   0.0308,  9.3576, 10.5965, -0.2965,  0.0397,  0.0596,
Q0    331, 3098, 3003,   95,    0,   0.0307,  9.3595, 10.6170, -0.2988,  0.0399,  0.0617,
Q0    332, 3108, 3012,   95,    1,   0.0306,  9.3614, 10.6147, -0.3011,  0.0402,  0.0615,
Q0    333, 3116, 3019,   95,    2,   0.0305,  9.3574, 10.6004, -0.3029,  0.0397,  0.0600,
Q0    334, 3122, 3027,   95,    0,   0.0304,  9.3473, 10.6079, -0.3042,  0.0386,  0.0608,
Q0    335, 3132, 3037,   95,    0,   0.0303,  9.3493, 10.6156, -0.3064,  0.0388,  0.0616,
Q0    336, 3141, 3041,   95,    5,   0.0302,  9.3482, 10.5977, -0.3084,  0.0387,  0.0598,
Q0    337, 3147, 3048,   95,    4,   0.0302,  9.3383, 10.5783, -0.3097,  0.0376,  0.0578,
Q0    338, 3155, 3057,   95,    3,   0.0301,  9.3343, 10.5741, -0.3115,  0.0371,  0.0574,
Q0    339, 3163, 3064,   95,    4,   0.0300,  9.3304, 10.5647, -0.3132,  0.0367,  0.0565,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    340, 3171, 3076,   95,    0,   0.0300,  9.3265, 10.5752, -0.3149,  0.0363,  0.0575,
Q0    341, 3179, 3084,   95,    0,   0.0299,  9.3226, 10.5760, -0.3167,  0.0358,  0.0576,
Q0    342, 3190, 3093,   95,    2,   0.0298,  9.3275, 10.5757, -0.3190,  0.0364,  0.0576,
Q0    343, 3198, 3102,   95,    1,   0.0297,  9.3236, 10.5752, -0.3207,  0.0360,  0.0575,
Q0    344, 3203, 3108,   95,    0,   0.0297,  9.3110, 10.5788, -0.3218,  0.0346,  0.0579,
Q0    345, 3209, 3114,   95,    0,   0.0296,  9.3014, 10.5801, -0.3231,  0.0335,  0.0580,
Q0    346, 3216, 3120,   95,    1,   0.0295,  9.2948, 10.5908, -0.3245,  0.0328,  0.0591,
Q0    347, 3222, 3127,   95,    0,   0.0295,  9.2853, 10.6018, -0.3258,  0.0317,  0.0602,
Q0    348, 3228, 3132,   95,    1,   0.0294,  9.2759, 10.6021, -0.3270,  0.0307,  0.0602,
Q0    349, 3242, 3137,   95,   10,   0.0293,  9.2894, 10.5859, -0.3299,  0.0322,  0.0586,
Q0    350, 3252, 3147,   97,    8,   0.0298,  9.2914, 10.5866, -0.3179,  0.0324,  0.0587,
Q0    351, 3259, 3159,   97,    3,   0.0298,  9.2849, 10.5858, -0.3194,  0.0317,  0.0586,
Q0    352, 3270, 3170,   97,    3,   0.0297,  9.2898, 10.5876, -0.3217,  0.0322,  0.0588,
Q0    353, 3283, 3177,   97,    9,   0.0295,  9.3003, 10.5745, -0.3244,  0.0334,  0.0574,
Q0    354, 3290, 3185,   97,    8,   0.0295,  9.2938, 10.5693, -0.3258,  0.0326,  0.0569,
Q0    355, 3301, 3202,   97,    2,   0.0294,  9.2986, 10.5909, -0.3281,  0.0332,  0.0591,
Q0    356, 3310, 3213,   97,    0,   0.0293,  9.2978, 10.5976, -0.3299,  0.0331,  0.0598,
Q0    357, 3317, 3220,   97,    0,   0.0292,  9.2913, 10.5989, -0.3313,  0.0324,  0.0599,
Q0    358, 3322, 3224,   97,    1,   0.0292,  9.2793, 10.5777, -0.3323,  0.0310,  0.0578,
Q0    359, 3330, 3233,   97,    0,   0.0291,  9.2758, 10.5792, -0.3339,  0.0306,  0.0579,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    360, 3335, 3238,   97,    0,   0.0291,  9.2639, 10.5863, -0.3349,  0.0293,  0.0586,
Q0    361, 3349, 3247,   97,    5,   0.0290,  9.2770, 10.5823, -0.3377,  0.0308,  0.0582,
Q0    362, 3356, 3256,   97,    3,   0.0289,  9.2707, 10.5750, -0.3391,  0.0301,  0.0575,
Q0    363, 3364, 3267,   97,    0,   0.0288,  9.2672, 10.5807, -0.3407,  0.0297,  0.0581,
Q0    364, 3378, 3276,   97,    5,   0.0287,  9.2802, 10.5778, -0.3434,  0.0311,  0.0578,
Q0    365, 3388, 3284,   97,    7,   0.0286,  9.2822, 10.5701, -0.3453,  0.0314,  0.0570,
Q0    366, 3397, 3299,   97,    1,   0.0286,  9.2814, 10.5877, -0.3471,  0.0313,  0.0588,
Q0    367, 3404, 3306,   97,    1,   0.0285,  9.2752, 10.5915, -0.3484,  0.0306,  0.0592,
Q0    368, 3417, 3315,   97,    5,   0.0284,  9.2853, 10.5852, -0.3509,  0.0317,  0.0585,
Q0    369, 3423, 3322,   97,    4,   0.0283,  9.2764, 10.5814, -0.3520,  0.0307,  0.0581,
Q0    370, 3433, 3335,   97,    1,   0.0283,  9.2784, 10.5828, -0.3539,  0.0309,  0.0583,
Q0    371, 3443, 3342,   97,    4,   0.0282,  9.2803, 10.5769, -0.3558,  0.0311,  0.0577,
Q0    372, 3447, 3350,   97,    0,   0.0281,  9.2661, 10.5881, -0.3565,  0.0296,  0.0588,
Q0    373, 3456, 3354,   97,    5,   0.0281,  9.2654, 10.5726, -0.3582,  0.0295,  0.0573,
Q0    374, 3462, 3363,   97,    2,   0.0280,  9.2567, 10.5673, -0.3593,  0.0285,  0.0567,
Q0    375, 3468, 3368,   97,    3,   0.0280,  9.2480, 10.5459, -0.3604,  0.0276,  0.0546,
Q0    376, 3470, 3373,   97,    0,   0.0280,  9.2287, 10.5478, -0.3608,  0.0254,  0.0548,
Q0    377, 3479, 3380,   97,    2,   0.0279,  9.2281, 10.5396, -0.3624,  0.0253,  0.0540,
Q0    378, 3488, 3387,   97,    4,   0.0278,  9.2275, 10.5286, -0.3641,  0.0253,  0.0529,
Q0    379, 3503, 3398,   97,    8,   0.0277,  9.2427, 10.5319, -0.3668,  0.0270,  0.0532,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    380, 3509, 3411,   97,    1,   0.0276,  9.2342, 10.5282, -0.3679,  0.0260,  0.0528,
Q0    381, 3517, 3418,   97,    2,   0.0276,  9.2310, 10.5276, -0.3693,  0.0257,  0.0528,
Q0    382, 3529, 3426,   97,    6,   0.0275,  9.2382, 10.5190, -0.3715,  0.0265,  0.0519,
Q0    383, 3534, 3436,   97,    1,   0.0274,  9.2272, 10.5259, -0.3724,  0.0252,  0.0526,
Q0    384, 3551, 3452,   97,    2,   0.0273,  9.2474, 10.5458, -0.3754,  0.0275,  0.0546,
Q0    385, 3563, 3464,   97,    2,   0.0272,  9.2545, 10.5499, -0.3775,  0.0283,  0.0550,
Q0    386, 3572, 3473,   97,    2,   0.0272,  9.2539, 10.5481, -0.3790,  0.0282,  0.0548,
Q0    387, 3586, 3484,   97,    5,   0.0270,  9.2661, 10.5487, -0.3815,  0.0296,  0.0549,
Q0    388, 3597, 3495,   97,    5,   0.0270,  9.2706, 10.5505, -0.3834,  0.0301,  0.0550,
Q0    389, 3609, 3506,   98,    5,   0.0272,  9.2776, 10.5533, -0.3791,  0.0308,  0.0553,
Q0    390, 3614, 3516,   98,    0,   0.0271,  9.2667, 10.5589, -0.3799,  0.0296,  0.0559,
Q0    391, 3626, 3525,   98,    3,   0.0270,  9.2737, 10.5514, -0.3820,  0.0304,  0.0551,
Q0    392, 3637, 3538,   98,    0,   0.0269,  9.2781, 10.5637, -0.3839,  0.0309,  0.0564,
Q0    393, 3648, 3550,   98,    0,   0.0269,  9.2824, 10.5815, -0.3857,  0.0314,  0.0581,
Q0    394, 3657, 3558,   98,    1,   0.0268,  9.2817, 10.5767, -0.3872,  0.0313,  0.0577,
Q0    395, 3670, 3568,   98,    4,   0.0267,  9.2911, 10.5657, -0.3894,  0.0323,  0.0566,
Q0    396, 3676, 3577,   98,    1,   0.0267,  9.2828, 10.5629, -0.3904,  0.0314,  0.0563,
Q0    397, 3686, 3582,   98,    6,   0.0266,  9.2846, 10.5454, -0.3921,  0.0316,  0.0545,
Q0    398, 3696, 3590,   98,    8,   0.0265,  9.2864, 10.5383, -0.3937,  0.0318,  0.0538,
Q0    399, 3705, 3598,   98,    9,   0.0265,  9.2857, 10.5382, -0.3952,  0.0317,  0.0538,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    400, 3718, 3607,  104,    7,   0.0280,  9.2950, 10.5315, -0.3604,  0.0328,  0.0531,
Q0    401, 3730, 3618,  104,    8,   0.0279,  9.3017, 10.5270, -0.3624,  0.0335,  0.0527,
Q0    402, 3746, 3626,  110,   10,   0.0294,  9.3184, 10.5274, -0.3285,  0.0354,  0.0527,
Q0    403, 3755, 3635,  116,    4,   0.0309,  9.3176, 10.5230, -0.2936,  0.0353,  0.0523,
Q0    404, 3766, 3644,  117,    5,   0.0311,  9.3218, 10.5140, -0.2896,  0.0358,  0.0514,
Q0    405, 3771, 3654,  117,    0,   0.0310,  9.3111, 10.5152, -0.2905,  0.0346,  0.0515,
Q0    406, 3782, 3663,  117,    2,   0.0309,  9.3153, 10.5109, -0.2926,  0.0350,  0.0511,
Q0    407, 3792, 3673,  117,    2,   0.0309,  9.3170, 10.5143, -0.2945,  0.0352,  0.0514,
Q0    408, 3798, 3678,  117,    3,   0.0308,  9.3088, 10.5004, -0.2956,  0.0343,  0.0500,
Q0    409, 3808, 3687,  117,    4,   0.0307,  9.3105, 10.4934, -0.2974,  0.0345,  0.0493,
Q0    410, 3819, 3692,  117,   10,   0.0306,  9.3146, 10.4829, -0.2995,  0.0350,  0.0483,
Q0    411, 3831, 3705,  119,    7,   0.0311,  9.3212, 10.4890, -0.2897,  0.0357,  0.0489,
Q0    412, 3835, 3716,  119,    0,   0.0310,  9.3083, 10.4918, -0.2905,  0.0343,  0.0492,
Q0    413, 3845, 3723,  119,    3,   0.0309,  9.3099, 10.4869, -0.2923,  0.0344,  0.0487,
Q0    414, 3852, 3733,  119,    0,   0.0309,  9.3043, 10.5041, -0.2936,  0.0338,  0.0504,
Q0    415, 3859, 3740,  119,    0,   0.0308,  9.2988, 10.5069, -0.2949,  0.0332,  0.0507,
Q0    416, 3870, 3751,  119,    0,   0.0307,  9.3029, 10.5212, -0.2969,  0.0337,  0.0521,
Q0    417, 3881, 3762,  119,    0,   0.0307,  9.3070, 10.5270, -0.2989,  0.0341,  0.0527,
Q0    418, 3886, 3767,  119,    0,   0.0306,  9.2967, 10.5339, -0.2998,  0.0330,  0.0534,
Q0    419, 3891, 3772,  119,    0,   0.0306,  9.2864, 10.5389, -0.3007,  0.0318,  0.0539,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    420, 3901, 3778,  119,    4,   0.0305,  9.2881, 10.5351, -0.3025,  0.0320,  0.0535,
Q0    421, 3907, 3786,  119,    2,   0.0305,  9.2803, 10.5265, -0.3035,  0.0311,  0.0527,
Q0    422, 3917, 3792,  119,    6,   0.0304,  9.2820, 10.5211, -0.3053,  0.0313,  0.0521,
Q0    423, 3932, 3805,  119,    8,   0.0303,  9.2955, 10.5280, -0.3080,  0.0328,  0.0528,
Q0    424, 3942, 3823,  119,    0,   0.0302,  9.2972, 10.5519, -0.3097,  0.0330,  0.0552,
Q0    425, 3948, 3829,  119,    0,   0.0301,  9.2894, 10.5482, -0.3108,  0.0322,  0.0548,
Q0    426, 3954, 3835,  119,    0,   0.0301,  9.2817, 10.5555, -0.3118,  0.0313,  0.0556,
Q0    427, 3962, 3841,  119,    2,   0.0300,  9.2787, 10.5568, -0.3132,  0.0310,  0.0557,
Q0    428, 3973, 3846,  119,    8,   0.0300,  9.2827, 10.5443, -0.3151,  0.0314,  0.0544,
Q0    429, 3981, 3856,  119,    6,   0.0299,  9.2797, 10.5436, -0.3165,  0.0311,  0.0544,
Q0    430, 3987, 3864,  119,    4,   0.0298,  9.2721, 10.5369, -0.3175,  0.0302,  0.0537,
Q0    431, 3996, 3871,  119,    6,   0.0298,  9.2715, 10.5265, -0.3190,  0.0302,  0.0526,
Q0    432, 4008, 3881,  119,    8,   0.0297,  9.2778, 10.5248, -0.3211,  0.0309,  0.0525,
Q0    433, 4016, 3896,  119,    1,   0.0296,  9.2748, 10.5364, -0.3224,  0.0305,  0.0536,
Q0    434, 4026, 3907,  119,    0,   0.0296,  9.2765, 10.5488, -0.3241,  0.0307,  0.0549,
Q0    435, 4038, 3919,  119,    0,   0.0295,  9.2828, 10.5576, -0.3261,  0.0314,  0.0558,
Q0    436, 4046, 3927,  119,    0,   0.0294,  9.2798, 10.5706, -0.3275,  0.0311,  0.0571,
Q0    437, 4056, 3931,  119,    6,   0.0293,  9.2815, 10.5682, -0.3291,  0.0313,  0.0568,
Q0    438, 4063, 3943,  119,    1,   0.0293,  9.2763, 10.5717, -0.3303,  0.0307,  0.0572,
Q0    439, 4069, 3950,  119,    0,   0.0292,  9.2688, 10.5736, -0.3313,  0.0299,  0.0574,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    440, 4077, 3958,  119,    0,   0.0292,  9.2659, 10.5674, -0.3326,  0.0295,  0.0567,
Q0    441, 4083, 3964,  119,    0,   0.0291,  9.2585, 10.5749, -0.3336,  0.0287,  0.0575,
Q0    442, 4093, 3974,  119,    0,   0.0291,  9.2602, 10.5897, -0.3352,  0.0289,  0.0590,
Q0    443, 4101, 3978,  119,    4,   0.0290,  9.2573, 10.5824, -0.3365,  0.0286,  0.0582,
Q0    444, 4111, 3985,  119,    7,   0.0289,  9.2590, 10.5650, -0.3381,  0.0288,  0.0565,
Q0    445, 4121, 3992,  120,    9,   0.0291,  9.2607, 10.5643, -0.3342,  0.0290,  0.0564,
Q0    446, 4129, 3999,  123,    7,   0.0298,  9.2578, 10.5540, -0.3188,  0.0286,  0.0554,
Q0    447, 4139, 4010,  123,    6,   0.0297,  9.2595, 10.5564, -0.3205,  0.0288,  0.0556,
Q0    448, 4151, 4019,  123,    9,   0.0296,  9.2656, 10.5478, -0.3224,  0.0295,  0.0548,
Q0    449, 4162, 4030,  125,    7,   0.0300,  9.2695, 10.5524, -0.3132,  0.0299,  0.0552,
Q0    450, 4168, 4036,  125,    7,   0.0300,  9.2622, 10.5402, -0.3142,  0.0291,  0.0540,
Q0    451, 4177, 4043,  125,    9,   0.0299,  9.2616, 10.5295, -0.3157,  0.0291,  0.0530,
Q0    452, 4180, 4050,  125,    5,   0.0299,  9.2478, 10.5230, -0.3162,  0.0275,  0.0523,
Q0    453, 4187, 4062,  125,    0,   0.0299,  9.2428, 10.5306, -0.3173,  0.0270,  0.0531,
Q0    454, 4191, 4066,  125,    0,   0.0298,  9.2313, 10.5186, -0.3180,  0.0257,  0.0519,
Q0    455, 4200, 4075,  125,    0,   0.0298,  9.2308, 10.5188, -0.3195,  0.0256,  0.0519,
Q0    456, 4207, 4082,  125,    0,   0.0297,  9.2259, 10.5071, -0.3206,  0.0251,  0.0507,
Q0    457, 4219, 4094,  125,    0,   0.0296,  9.2319, 10.5225, -0.3225,  0.0258,  0.0523,
Q0    458, 4226, 4101,  125,    0,   0.0296,  9.2271, 10.5275, -0.3236,  0.0252,  0.0527,
Q0    459, 4235, 4110,  125,    0,   0.0295,  9.2266, 10.5282, -0.3251,  0.0252,  0.0528,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
