=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.11.10 12:30:16 =~=~=~=~=~=~=~=~=~=~=~=
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    460, 4241, 4116,  125,    0,   0.0295,  9.2196, 10.5198, -0.3260,  0.0244,  0.0520,
Q0    461, 4251, 4126,  125,    0,   0.0294,  9.2213, 10.5288, -0.3276,  0.0246,  0.0529,
Q0    462, 4263, 4134,  125,    4,   0.0293,  9.2273, 10.5223, -0.3295,  0.0253,  0.0522,
Q0    463, 4272, 4147,  125,    0,   0.0293,  9.2268, 10.5381, -0.3309,  0.0252,  0.0538,
Q0    464, 4283, 4155,  125,    3,   0.0292,  9.2306, 10.5335, -0.3326,  0.0256,  0.0534,
Q0    465, 4291, 4165,  125,    1,   0.0291,  9.2280, 10.5359, -0.3339,  0.0253,  0.0536,
Q0    466, 4300, 4175,  125,    0,   0.0291,  9.2275, 10.5350, -0.3353,  0.0253,  0.0535,
Q0    467, 4312, 4184,  125,    3,   0.0290,  9.2334, 10.5374, -0.3371,  0.0259,  0.0537,
Q0    468, 4322, 4197,  125,    0,   0.0289,  9.2350, 10.5513, -0.3387,  0.0261,  0.0551,
Q0    469, 4331, 4205,  125,    1,   0.0289,  9.2345, 10.5515, -0.3400,  0.0261,  0.0552,
Q0    470, 4343, 4214,  125,    4,   0.0288,  9.2404, 10.5492, -0.3419,  0.0267,  0.0549,
Q0    471, 4354, 4224,  125,    5,   0.0287,  9.2442, 10.5474, -0.3435,  0.0271,  0.0547,
Q0    472, 4360, 4231,  125,    4,   0.0287,  9.2373, 10.5384, -0.3444,  0.0264,  0.0538,
Q0    473, 4371, 4242,  125,    4,   0.0286,  9.2410, 10.5399, -0.3461,  0.0268,  0.0540,
Q0    474, 4378, 4249,  125,    4,   0.0286,  9.2363, 10.5303, -0.3471,  0.0263,  0.0530,
Q0    475, 4393, 4264,  125,    4,   0.0285,  9.2484, 10.5319, -0.3494,  0.0276,  0.0532,
Q0    476, 4403, 4277,  125,    1,   0.0284,  9.2500, 10.5461, -0.3508,  0.0278,  0.0546,
Q0    477, 4417, 4285,  125,    7,   0.0283,  9.2600, 10.5447, -0.3529,  0.0289,  0.0545,
Q0    478, 4427, 4297,  125,    5,   0.0282,  9.2615, 10.5450, -0.3543,  0.0291,  0.0545,
Q0    479, 4438, 4303,  126,    9,   0.0284,  9.2651, 10.5372, -0.3508,  0.0295,  0.0537,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    480, 4442, 4316,  126,    0,   0.0284,  9.2563, 10.5484, -0.3514,  0.0285,  0.0548,
Q0    481, 4455, 4322,  126,    7,   0.0283,  9.2620, 10.5369, -0.3533,  0.0291,  0.0537,
Q0    482, 4464, 4336,  126,    2,   0.0282,  9.2614, 10.5446, -0.3546,  0.0290,  0.0545,
Q0    483, 4475, 4346,  126,    3,   0.0282,  9.2650, 10.5430, -0.3562,  0.0294,  0.0543,
Q0    484, 4483, 4353,  126,    4,   0.0281,  9.2624, 10.5373, -0.3573,  0.0292,  0.0537,
Q0    485, 4491, 4362,  126,    3,   0.0281,  9.2598, 10.5316, -0.3585,  0.0289,  0.0532,
Q0    486, 4503, 4370,  126,    7,   0.0280,  9.2654, 10.5231, -0.3602,  0.0295,  0.0523,
Q0    487, 4512, 4378,  126,    8,   0.0279,  9.2649, 10.5213, -0.3614,  0.0294,  0.0521,
Q0    488, 4519, 4385,  126,    8,   0.0279,  9.2602, 10.5095, -0.3624,  0.0289,  0.0510,
Q0    489, 4529, 4392,  127,   10,   0.0280,  9.2618, 10.5041, -0.3588,  0.0291,  0.0504,
Q0    490, 4539, 4398,  131,   10,   0.0289,  9.2633, 10.4927, -0.3401,  0.0293,  0.0493,
Q0    491, 4551, 4415,  132,    4,   0.0290,  9.2688, 10.5078, -0.3368,  0.0299,  0.0508,
Q0    492, 4563, 4426,  132,    5,   0.0289,  9.2744, 10.5080, -0.3385,  0.0305,  0.0508,
Q0    493, 4570, 4437,  132,    1,   0.0289,  9.2698, 10.5050, -0.3395,  0.0300,  0.0505,
Q0    494, 4579, 4446,  132,    1,   0.0288,  9.2692, 10.5134, -0.3408,  0.0299,  0.0513,
Q0    495, 4588, 4454,  132,    2,   0.0288,  9.2687, 10.5098, -0.3421,  0.0299,  0.0510,
Q0    496, 4600, 4466,  132,    2,   0.0287,  9.2742, 10.5180, -0.3438,  0.0305,  0.0518,
Q0    497, 4607, 4475,  132,    0,   0.0287,  9.2696, 10.5151, -0.3448,  0.0300,  0.0515,
Q0    498, 4614, 4481,  132,    1,   0.0286,  9.2651, 10.5094, -0.3458,  0.0295,  0.0509,
Q0    499, 4627, 4487,  132,    8,   0.0285,  9.2725, 10.4939, -0.3477,  0.0303,  0.0494,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    500, 4636, 4493,  135,    8,   0.0291,  9.2720, 10.4853, -0.3341,  0.0302,  0.0485,
Q0    501, 4648, 4498,  141,    9,   0.0303,  9.2774, 10.4763, -0.3063,  0.0308,  0.0476,
Q0    502, 4657, 4506,  143,    8,   0.0307,  9.2769, 10.4702, -0.2979,  0.0308,  0.0470,
Q0    503, 4670, 4521,  143,    6,   0.0306,  9.2843, 10.4829, -0.2998,  0.0316,  0.0483,
Q0    504, 4681, 4537,  143,    1,   0.0305,  9.2877, 10.4879, -0.3015,  0.0320,  0.0488,
Q0    505, 4691, 4541,  143,    7,   0.0305,  9.2891, 10.4738, -0.3029,  0.0321,  0.0474,
Q0    506, 4697, 4549,  143,    5,   0.0304,  9.2826, 10.4707, -0.3038,  0.0314,  0.0471,
Q0    507, 4700, 4557,  143,    0,   0.0304,  9.2702, 10.4672, -0.3043,  0.0300,  0.0467,
Q0    508, 4707, 4564,  143,    0,   0.0304,  9.2657, 10.4680, -0.3053,  0.0295,  0.0468,
Q0    509, 4717, 4574,  143,    0,   0.0303,  9.2672, 10.4762, -0.3068,  0.0297,  0.0476,
Q0    510, 4730, 4583,  143,    4,   0.0302,  9.2745, 10.4777, -0.3087,  0.0305,  0.0478,
Q0    511, 4743, 4598,  143,    2,   0.0301,  9.2818, 10.4882, -0.3106,  0.0313,  0.0488,
Q0    512, 4753, 4605,  143,    5,   0.0301,  9.2832, 10.4769, -0.3120,  0.0315,  0.0477,
Q0    513, 4761, 4614,  143,    4,   0.0300,  9.2807, 10.4726, -0.3132,  0.0312,  0.0473,
Q0    514, 4772, 4625,  143,    3,   0.0300,  9.2840, 10.4790, -0.3148,  0.0316,  0.0479,
Q0    515, 4781, 4638,  143,    0,   0.0299,  9.2835, 10.4905, -0.3161,  0.0315,  0.0490,
Q0    516, 4791, 4647,  143,    1,   0.0298,  9.2849, 10.4882, -0.3175,  0.0317,  0.0488,
Q0    517, 4800, 4656,  143,    1,   0.0298,  9.2843, 10.4899, -0.3188,  0.0316,  0.0490,
Q0    518, 4813, 4670,  143,    0,   0.0297,  9.2915, 10.5021, -0.3206,  0.0324,  0.0502,
Q0    519, 4821, 4677,  143,    1,   0.0297,  9.2890, 10.5074, -0.3217,  0.0321,  0.0507,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    520, 4830, 4686,  143,    1,   0.0296,  9.2904, 10.5138, -0.3230,  0.0323,  0.0514,
Q0    521, 4838, 4694,  143,    1,   0.0296,  9.2860, 10.5133, -0.3241,  0.0318,  0.0513,
Q0    522, 4847, 4703,  143,    1,   0.0295,  9.2854, 10.5141, -0.3254,  0.0317,  0.0514,
Q0    523, 4856, 4713,  143,    0,   0.0294,  9.2849, 10.5215, -0.3266,  0.0317,  0.0522,
Q0    524, 4863, 4720,  143,    0,   0.0294,  9.2805, 10.5247, -0.3276,  0.0312,  0.0525,
Q0    525, 4872, 4729,  143,    0,   0.0294,  9.2800, 10.5376, -0.3288,  0.0311,  0.0538,
Q0    526, 4885, 4739,  143,    3,   0.0293,  9.2871, 10.5332, -0.3306,  0.0319,  0.0533,
Q0    527, 4895, 4748,  143,    4,   0.0292,  9.2884, 10.5366, -0.3320,  0.0320,  0.0537,
Q0    528, 4904, 4757,  143,    4,   0.0292,  9.2879, 10.5341, -0.3332,  0.0320,  0.0534,
Q0    529, 4915, 4766,  143,    6,   0.0291,  9.2911, 10.5284, -0.3347,  0.0323,  0.0528,
Q0    530, 4923, 4778,  143,    2,   0.0290,  9.2887, 10.5313, -0.3358,  0.0321,  0.0531,
Q0    531, 4931, 4786,  143,    2,   0.0290,  9.2863, 10.5336, -0.3369,  0.0318,  0.0534,
Q0    532, 4940, 4793,  143,    3,   0.0289,  9.2857, 10.5293, -0.3381,  0.0317,  0.0529,
Q0    533, 4954, 4808,  143,    3,   0.0289,  9.2946, 10.5367, -0.3399,  0.0327,  0.0537,
Q0    534, 4969, 4819,  143,    7,   0.0288,  9.3052, 10.5373, -0.3419,  0.0339,  0.0537,
Q0    535, 4976, 4830,  143,    3,   0.0287,  9.3009, 10.5367, -0.3429,  0.0334,  0.0537,
Q0    536, 4988, 4841,  143,    4,   0.0287,  9.3060, 10.5353, -0.3444,  0.0340,  0.0535,
Q0    537, 4996, 4849,  143,    4,   0.0286,  9.3035, 10.5225, -0.3455,  0.0337,  0.0523,
Q0    538, 5007, 4852,  146,    9,   0.0292,  9.3067, 10.5140, -0.3332,  0.0341,  0.0514,
Q0    539, 5016, 4861,  147,    8,   0.0293,  9.3061, 10.5120, -0.3299,  0.0340,  0.0512,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    540, 5026, 4868,  148,   10,   0.0294,  9.3074, 10.5052, -0.3267,  0.0342,  0.0505,
Q0    541, 5035, 4878,  149,    8,   0.0296,  9.3068, 10.5025, -0.3233,  0.0341,  0.0503,
Q0    542, 5046, 4893,  149,    4,   0.0295,  9.3100, 10.5103, -0.3248,  0.0344,  0.0510,
Q0    543, 5057, 4902,  149,    6,   0.0295,  9.3131, 10.5051, -0.3263,  0.0348,  0.0505,
Q0    544, 5066, 4912,  149,    5,   0.0294,  9.3125, 10.5063, -0.3275,  0.0347,  0.0506,
Q0    545, 5073, 4922,  149,    2,   0.0294,  9.3083, 10.5061, -0.3284,  0.0343,  0.0506,
Q0    546, 5085, 4935,  149,    1,   0.0293,  9.3132, 10.5150, -0.3300,  0.0348,  0.0515,
Q0    547, 5094, 4943,  149,    2,   0.0293,  9.3126, 10.5102, -0.3312,  0.0347,  0.0510,
Q0    548, 5102, 4953,  149,    0,   0.0292,  9.3102, 10.5114, -0.3322,  0.0345,  0.0511,
Q0    549, 5110, 4961,  149,    0,   0.0292,  9.3078, 10.5116, -0.3333,  0.0342,  0.0512,
Q0    550, 5126, 4971,  149,    6,   0.0291,  9.3200, 10.5140, -0.3353,  0.0356,  0.0514,
Q0    551, 5132, 4976,  149,    7,   0.0290,  9.3140, 10.5017, -0.3361,  0.0349,  0.0502,
Q0    552, 5142, 4987,  149,    6,   0.0290,  9.3152, 10.5010, -0.3374,  0.0350,  0.0501,
Q0    553, 5151, 5002,  149,    0,   0.0289,  9.3146, 10.5132, -0.3386,  0.0350,  0.0513,
Q0    554, 5167, 5015,  149,    3,   0.0288,  9.3267, 10.5180, -0.3406,  0.0363,  0.0518,
Q0    555, 5173, 5024,  149,    0,   0.0288,  9.3207, 10.5207, -0.3414,  0.0356,  0.0521,
Q0    556, 5178, 5029,  149,    0,   0.0288,  9.3129, 10.5209, -0.3420,  0.0348,  0.0521,
Q0    557, 5186, 5035,  149,    2,   0.0287,  9.3106, 10.5127, -0.3430,  0.0345,  0.0513,
Q0    558, 5192, 5043,  149,    0,   0.0287,  9.3047, 10.5126, -0.3438,  0.0339,  0.0513,
Q0    559, 5204, 5052,  149,    3,   0.0286,  9.3095, 10.5104, -0.3453,  0.0344,  0.0510,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    560, 5218, 5058,  150,   10,   0.0287,  9.3179, 10.5014, -0.3427,  0.0353,  0.0501,
Q0    561, 5231, 5068,  154,    9,   0.0294,  9.3244, 10.5004, -0.3268,  0.0360,  0.0500,
Q0    562, 5239, 5085,  154,    0,   0.0294,  9.3221, 10.5159, -0.3278,  0.0358,  0.0516,
Q0    563, 5246, 5092,  154,    0,   0.0294,  9.3179, 10.5180, -0.3287,  0.0353,  0.0518,
Q0    564, 5254, 5099,  154,    1,   0.0293,  9.3156, 10.5133, -0.3298,  0.0351,  0.0513,
Q0    565, 5262, 5107,  154,    1,   0.0293,  9.3133, 10.5144, -0.3308,  0.0348,  0.0514,
Q0    566, 5276, 5118,  154,    4,   0.0292,  9.3216, 10.5100, -0.3326,  0.0357,  0.0510,
Q0    567, 5284, 5128,  154,    2,   0.0291,  9.3192, 10.5129, -0.3336,  0.0355,  0.0513,
Q0    568, 5296, 5135,  154,    7,   0.0291,  9.3239, 10.5049, -0.3351,  0.0360,  0.0505,
Q0    569, 5305, 5148,  154,    3,   0.0290,  9.3234, 10.5094, -0.3362,  0.0359,  0.0509,
Q0    570, 5316, 5156,  154,    6,   0.0290,  9.3263, 10.5020, -0.3376,  0.0363,  0.0502,
Q0    571, 5331, 5166,  155,   10,   0.0291,  9.3363, 10.5040, -0.3352,  0.0374,  0.0504,
Q0    572, 5342, 5180,  155,    7,   0.0290,  9.3392, 10.5111, -0.3365,  0.0377,  0.0511,
Q0    573, 5356, 5191,  156,    9,   0.0291,  9.3473, 10.5117, -0.3340,  0.0386,  0.0512,
Q0    574, 5365, 5204,  157,    4,   0.0293,  9.3467, 10.5090, -0.3308,  0.0385,  0.0509,
Q0    575, 5371, 5213,  157,    1,   0.0292,  9.3409, 10.5128, -0.3316,  0.0379,  0.0513,
Q0    576, 5378, 5221,  157,    0,   0.0292,  9.3368, 10.5066, -0.3325,  0.0374,  0.0507,
Q0    577, 5393, 5227,  157,    9,   0.0291,  9.3466, 10.5057, -0.3343,  0.0385,  0.0506,
Q0    578, 5401, 5239,  159,    3,   0.0294,  9.3443, 10.5110, -0.3268,  0.0383,  0.0511,
Q0    579, 5409, 5249,  159,    1,   0.0294,  9.3420, 10.5099, -0.3278,  0.0380,  0.0510,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    580, 5423, 5253,  161,   10,   0.0297,  9.3517, 10.4935, -0.3213,  0.0391,  0.0493,
Q0    581, 5436, 5262,  165,    9,   0.0304,  9.3563, 10.4908, -0.3059,  0.0396,  0.0491,
Q0    582, 5443, 5267,  167,    9,   0.0307,  9.3522, 10.4815, -0.2984,  0.0391,  0.0482,
Q0    583, 5453, 5272,  173,    8,   0.0317,  9.3533, 10.4671, -0.2745,  0.0393,  0.0467,
Q0    584, 5460, 5279,  173,    8,   0.0317,  9.3493, 10.4635, -0.2755,  0.0388,  0.0464,
Q0    585, 5470, 5290,  173,    7,   0.0316,  9.3504, 10.4645, -0.2768,  0.0389,  0.0464,
Q0    586, 5475, 5297,  173,    5,   0.0316,  9.3430, 10.4575, -0.2775,  0.0381,  0.0458,
Q0    587, 5484, 5309,  173,    2,   0.0315,  9.3424, 10.4606, -0.2787,  0.0380,  0.0461,
Q0    588, 5491, 5316,  173,    2,   0.0315,  9.3384, 10.4565, -0.2796,  0.0376,  0.0457,
Q0    589, 5503, 5325,  173,    5,   0.0314,  9.3430, 10.4515, -0.2811,  0.0381,  0.0451,
Q0    590, 5518, 5335,  174,    9,   0.0315,  9.3525, 10.4514, -0.2790,  0.0392,  0.0451,
Q0    591, 5525, 5344,  176,    5,   0.0319,  9.3486, 10.4464, -0.2716,  0.0387,  0.0446,
Q0    592, 5532, 5356,  176,    0,   0.0318,  9.3446, 10.4498, -0.2725,  0.0383,  0.0450,
Q0    593, 5537, 5361,  176,    0,   0.0318,  9.3373, 10.4503, -0.2732,  0.0375,  0.0450,
Q0    594, 5550, 5369,  176,    5,   0.0317,  9.3434, 10.4459, -0.2749,  0.0382,  0.0446,
Q0    595, 5563, 5375,  178,   10,   0.0320,  9.3496, 10.4386, -0.2683,  0.0388,  0.0439,
Q0    596, 5577, 5382,  185,   10,   0.0332,  9.3574, 10.4333, -0.2415,  0.0397,  0.0433,
Q0    597, 5584, 5395,  185,    4,   0.0331,  9.3534, 10.4359, -0.2424,  0.0393,  0.0436,
Q0    598, 5595, 5400,  186,    9,   0.0332,  9.3562, 10.4271, -0.2398,  0.0396,  0.0427,
Q0    599, 5601, 5408,  186,    7,   0.0332,  9.3506, 10.4221, -0.2406,  0.0390,  0.0422,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    600, 5615, 5419,  186,   10,   0.0331,  9.3583, 10.4216, -0.2425,  0.0398,  0.0422,
Q0    601, 5631, 5429,  196,    6,   0.0348,  9.3694, 10.4209, -0.2041,  0.0410,  0.0421,
Q0    602, 5639, 5440,  196,    3,   0.0348,  9.3671, 10.4217, -0.2052,  0.0408,  0.0422,
Q0    603, 5643, 5447,  196,    0,   0.0347,  9.3582, 10.4213, -0.2058,  0.0398,  0.0421,
Q0    604, 5652, 5452,  196,    4,   0.0347,  9.3576, 10.4079, -0.2070,  0.0397,  0.0408,
Q0    605, 5664, 5466,  196,    2,   0.0346,  9.3620, 10.4175, -0.2087,  0.0402,  0.0418,
Q0    606, 5672, 5475,  196,    1,   0.0346,  9.3597, 10.4173, -0.2098,  0.0400,  0.0417,
Q0    607, 5680, 5482,  196,    2,   0.0345,  9.3575, 10.4132, -0.2109,  0.0397,  0.0413,
Q0    608, 5690, 5492,  196,    2,   0.0344,  9.3586, 10.4210, -0.2123,  0.0398,  0.0421,
Q0    609, 5696, 5500,  196,    0,   0.0344,  9.3530, 10.4214, -0.2132,  0.0392,  0.0421,
Q0    610, 5710, 5510,  196,    4,   0.0343,  9.3607, 10.4228, -0.2151,  0.0401,  0.0423,
Q0    611, 5721, 5518,  196,    7,   0.0343,  9.3633, 10.4188, -0.2166,  0.0404,  0.0419,
Q0    612, 5729, 5533,  196,    0,   0.0342,  9.3611, 10.4274, -0.2177,  0.0401,  0.0427,
Q0    613, 5737, 5541,  196,    0,   0.0342,  9.3589, 10.4337, -0.2188,  0.0399,  0.0434,
Q0    614, 5743, 5544,  196,    3,   0.0341,  9.3534, 10.4287, -0.2196,  0.0393,  0.0429,
Q0    615, 5749, 5552,  196,    1,   0.0341,  9.3480, 10.4229, -0.2204,  0.0387,  0.0423,
Q0    616, 5754, 5557,  196,    1,   0.0341,  9.3409, 10.4201, -0.2211,  0.0379,  0.0420,
Q0    617, 5766, 5565,  196,    5,   0.0340,  9.3452, 10.4171, -0.2227,  0.0384,  0.0417,
Q0    618, 5776, 5575,  196,    5,   0.0339,  9.3463, 10.4124, -0.2241,  0.0385,  0.0412,
Q0    619, 5783, 5586,  196,    1,   0.0339,  9.3425, 10.4161, -0.2250,  0.0381,  0.0416,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    620, 5791, 5595,  196,    0,   0.0338,  9.3403, 10.4132, -0.2261,  0.0378,  0.0413,
Q0    621, 5801, 5604,  196,    1,   0.0338,  9.3414, 10.4161, -0.2274,  0.0379,  0.0416,
Q0    622, 5807, 5611,  196,    0,   0.0338,  9.3360, 10.4190, -0.2282,  0.0373,  0.0419,
Q0    623, 5821, 5621,  196,    4,   0.0337,  9.3435, 10.4192, -0.2301,  0.0382,  0.0419,
Q0    624, 5826, 5630,  196,    0,   0.0336,  9.3365, 10.4253, -0.2307,  0.0374,  0.0425,
Q0    625, 5836, 5637,  196,    3,   0.0336,  9.3376, 10.4190, -0.2320,  0.0375,  0.0419,
Q0    626, 5847, 5644,  196,    7,   0.0335,  9.3403, 10.4143, -0.2335,  0.0378,  0.0414,
Q0    627, 5857, 5656,  196,    5,   0.0335,  9.3413, 10.4147, -0.2348,  0.0379,  0.0415,
Q0    628, 5867, 5668,  196,    3,   0.0334,  9.3424, 10.4155, -0.2361,  0.0380,  0.0415,
Q0    629, 5876, 5680,  196,    0,   0.0334,  9.3418, 10.4214, -0.2373,  0.0380,  0.0421,
Q0    630, 5888, 5689,  196,    3,   0.0333,  9.3460, 10.4148, -0.2388,  0.0384,  0.0415,
Q0    631, 5897, 5695,  196,    6,   0.0332,  9.3455, 10.4142, -0.2400,  0.0384,  0.0414,
Q0    632, 5903, 5706,  196,    1,   0.0332,  9.3402, 10.4146, -0.2408,  0.0378,  0.0415,
Q0    633, 5912, 5713,  196,    3,   0.0332,  9.3397, 10.4149, -0.2419,  0.0377,  0.0415,
Q0    634, 5924, 5726,  196,    2,   0.0331,  9.3438, 10.4124, -0.2434,  0.0382,  0.0412,
Q0    635, 5937, 5734,  197,    6,   0.0332,  9.3496, 10.4117, -0.2413,  0.0388,  0.0412,
Q0    636, 5947, 5741,  197,    9,   0.0331,  9.3506, 10.4073, -0.2425,  0.0390,  0.0407,
Q0    637, 5960, 5748,  203,    9,   0.0341,  9.3564, 10.4024, -0.2212,  0.0396,  0.0402,
Q0    638, 5974, 5760,  204,   10,   0.0341,  9.3636, 10.4045, -0.2192,  0.0404,  0.0405,
Q0    639, 5983, 5770,  205,    8,   0.0343,  9.3631, 10.4042, -0.2165,  0.0403,  0.0404,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    640, 5994, 5784,  205,    5,   0.0342,  9.3656, 10.4098, -0.2180,  0.0406,  0.0410,
Q0    641, 6002, 5797,  205,    0,   0.0342,  9.3635, 10.4108, -0.2190,  0.0404,  0.0411,
Q0    642, 6009, 5803,  205,    1,   0.0341,  9.3598, 10.4098, -0.2199,  0.0400,  0.0410,
Q0    643, 6014, 5808,  205,    1,   0.0341,  9.3530, 10.4001, -0.2206,  0.0392,  0.0400,
Q0    644, 6023, 5814,  205,    4,   0.0340,  9.3525, 10.3972, -0.2217,  0.0392,  0.0397,
Q0    645, 6035, 5820,  206,    9,   0.0341,  9.3566, 10.3884, -0.2195,  0.0396,  0.0388,
Q0    646, 6040, 5829,  206,    5,   0.0341,  9.3498, 10.3864, -0.2201,  0.0389,  0.0386,
Q0    647, 6052, 5843,  206,    3,   0.0340,  9.3539, 10.3945, -0.2217,  0.0393,  0.0395,
Q0    648, 6058, 5852,  206,    0,   0.0340,  9.3488, 10.3921, -0.2224,  0.0388,  0.0392,
Q0    649, 6067, 5861,  206,    0,   0.0340,  9.3482, 10.4008, -0.2236,  0.0387,  0.0401,
Q0    650, 6078, 5869,  206,    3,   0.0339,  9.3508, 10.4011, -0.2250,  0.0390,  0.0401,
Q0    651, 6086, 5880,  206,    0,   0.0338,  9.3487, 10.4080, -0.2260,  0.0387,  0.0408,
Q0    652, 6094, 5887,  206,    1,   0.0338,  9.3466, 10.3999, -0.2270,  0.0385,  0.0400,
Q0    653, 6108, 5897,  206,    5,   0.0337,  9.3538, 10.3963, -0.2288,  0.0393,  0.0396,
Q0    654, 6116, 5905,  206,    5,   0.0337,  9.3517, 10.3936, -0.2298,  0.0391,  0.0394,
Q0    655, 6127, 5916,  207,    4,   0.0338,  9.3542, 10.3986, -0.2275,  0.0394,  0.0399,
Q0    656, 6135, 5925,  207,    3,   0.0337,  9.3521, 10.3958, -0.2285,  0.0391,  0.0396,
Q0    657, 6142, 5935,  207,    0,   0.0337,  9.3486, 10.3976, -0.2293,  0.0387,  0.0398,
Q0    658, 6157, 5944,  207,    6,   0.0336,  9.3571, 10.3964, -0.2312,  0.0397,  0.0396,
Q0    659, 6165, 5954,  207,    4,   0.0336,  9.3551, 10.3988, -0.2322,  0.0395,  0.0399,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    660, 6176, 5966,  207,    3,   0.0335,  9.3576, 10.3982, -0.2336,  0.0397,  0.0398,
Q0    661, 6188, 5977,  207,    4,   0.0335,  9.3616, 10.4032, -0.2351,  0.0402,  0.0403,
Q0    662, 6194, 5986,  207,    1,   0.0334,  9.3565, 10.4016, -0.2358,  0.0396,  0.0402,
Q0    663, 6207, 5997,  207,    3,   0.0333,  9.3620, 10.4008, -0.2374,  0.0402,  0.0401,
Q0    664, 6217, 6010,  207,    0,   0.0333,  9.3630, 10.4087, -0.2386,  0.0403,  0.0409,
Q0    665, 6228, 6018,  207,    3,   0.0332,  9.3654, 10.4153, -0.2400,  0.0406,  0.0415,
Q0    666, 6237, 6030,  207,    0,   0.0332,  9.3649, 10.4215, -0.2411,  0.0405,  0.0421,
Q0    667, 6242, 6035,  207,    0,   0.0332,  9.3583, 10.4265, -0.2417,  0.0398,  0.0427,
Q0    668, 6247, 6040,  207,    0,   0.0331,  9.3518, 10.4222, -0.2423,  0.0391,  0.0422,
Q0    669, 6256, 6049,  207,    0,   0.0331,  9.3513, 10.4267, -0.2434,  0.0390,  0.0427,
Q0    670, 6268, 6059,  207,    2,   0.0330,  9.3552, 10.4287, -0.2448,  0.0395,  0.0429,
Q0    671, 6272, 6065,  207,    0,   0.0330,  9.3472, 10.4310, -0.2453,  0.0386,  0.0431,
Q0    672, 6287, 6076,  207,    4,   0.0329,  9.3557, 10.4282, -0.2471,  0.0395,  0.0428,
Q0    673, 6297, 6082,  207,    8,   0.0329,  9.3566, 10.4231, -0.2483,  0.0396,  0.0423,
Q0    674, 6302, 6091,  207,    4,   0.0328,  9.3501, 10.4217, -0.2489,  0.0389,  0.0422,
Q0    675, 6309, 6102,  207,    0,   0.0328,  9.3467, 10.4204, -0.2497,  0.0385,  0.0420,
Q0    676, 6320, 6108,  207,    5,   0.0328,  9.3491, 10.4196, -0.2511,  0.0388,  0.0420,
Q0    677, 6330, 6123,  207,    0,   0.0327,  9.3501, 10.4293, -0.2522,  0.0389,  0.0429,
Q0    678, 6343, 6131,  207,    5,   0.0326,  9.3555, 10.4232, -0.2538,  0.0395,  0.0423,
Q0    679, 6351, 6141,  207,    3,   0.0326,  9.3535, 10.4182, -0.2547,  0.0393,  0.0418,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    680, 6364, 6149,  208,    7,   0.0327,  9.3588, 10.4193, -0.2526,  0.0399,  0.0419,
Q0    681, 6380, 6157,  213,   10,   0.0334,  9.3686, 10.4134, -0.2366,  0.0410,  0.0413,
Q0    682, 6390, 6166,  214,   10,   0.0335,  9.3695, 10.4129, -0.2342,  0.0411,  0.0413,
Q0    683, 6405, 6181,  216,    8,   0.0337,  9.3777, 10.4188, -0.2289,  0.0420,  0.0419,
Q0    684, 6417, 6192,  216,    9,   0.0337,  9.3816, 10.4173, -0.2303,  0.0424,  0.0417,
Q0    685, 6426, 6203,  219,    4,   0.0341,  9.3810, 10.4202, -0.2207,  0.0423,  0.0420,
Q0    686, 6440, 6213,  219,    8,   0.0340,  9.3878, 10.4202, -0.2224,  0.0431,  0.0420,
Q0    687, 6450, 6220,  221,    9,   0.0343,  9.3886, 10.4132, -0.2165,  0.0432,  0.0413,
Q0    688, 6466, 6228,  228,   10,   0.0353,  9.3983, 10.4102, -0.1937,  0.0443,  0.0410,
Q0    689, 6476, 6242,  228,    6,   0.0352,  9.3991, 10.4146, -0.1949,  0.0443,  0.0415,
Q0    690, 6487, 6253,  228,    6,   0.0351,  9.4014, 10.4164, -0.1963,  0.0446,  0.0416,
Q0    691, 6505, 6269,  230,    6,   0.0354,  9.4139, 10.4257, -0.1915,  0.0460,  0.0426,
