=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.11.10 12:48:42 =~=~=~=~=~=~=~=~=~=~=~=
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0     78,  751,  727,   22,    2,   0.0293,  9.6282, 10.9818, -0.3301,  0.0698,  0.0982,
Q1     78,  739,  725,   11,    3,   0.0149,  9.4744, 10.9323, -0.6596,  0.0527,  0.0932,
Q0     79,  757,  735,   22,    0,   0.0291,  9.5823, 10.9661, -0.3355,  0.0647,  0.0966,
Q1     79,  747,  732,   11,    4,   0.0147,  9.4557, 10.8638, -0.6633,  0.0506,  0.0864,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0     80,  768,  746,   22,    0,   0.0286,  9.6000, 11.0298, -0.3450,  0.0667,  0.1030,
Q1     80,  760,  743,   11,    6,   0.0145,  9.5000, 10.8681, -0.6690,  0.0556,  0.0868,
Q0     81,  776,  752,   22,    2,   0.0284,  9.5802, 10.9363, -0.3517,  0.0645,  0.0936,
Q1     81,  772,  754,   11,    7,   0.0142,  9.5309, 10.8186, -0.6742,  0.0590,  0.0819,
Q0     82,  782,  759,   22,    1,   0.0281,  9.5366, 10.9314, -0.3567,  0.0596,  0.0931,
Q1     82,  788,  760,   19,    9,   0.0241,  9.6098, 10.7888, -0.4487,  0.0678,  0.0789,
Q0     83,  791,  769,   22,    0,   0.0278,  9.5301, 10.9450, -0.3640,  0.0589,  0.0945,
Q1     83,  793,  771,   19,    3,   0.0240,  9.5542, 10.7978, -0.4521,  0.0616,  0.0798,
Q0     84,  804,  782,   22,    0,   0.0274,  9.5714, 10.9697, -0.3743,  0.0635,  0.0970,
Q1     84,  804,  783,   19,    2,   0.0236,  9.5714, 10.8136, -0.4596,  0.0635,  0.0814,
Q0     85,  811,  789,   22,    0,   0.0271,  9.5412, 10.8926, -0.3797,  0.0601,  0.0893,
Q1     85,  812,  793,   19,    0,   0.0234,  9.5529, 10.8625, -0.4649,  0.0614,  0.0862,
Q0     86,  815,  793,   22,    0,   0.0270,  9.4767, 10.8986, -0.3827,  0.0530,  0.0899,
Q1     86,  821,  802,   19,    0,   0.0231,  9.5465, 10.9067, -0.4708,  0.0607,  0.0907,
Q0     87,  826,  800,   22,    4,   0.0266,  9.4943, 10.8698, -0.3910,  0.0549,  0.0870,
Q1     87,  827,  808,   19,    0,   0.0230,  9.5057, 10.9440, -0.4747,  0.0562,  0.0944,
Q0     88,  843,  814,   22,    7,   0.0261,  9.5795, 10.8980, -0.4033,  0.0644,  0.0898,
Q1     88,  834,  813,   19,    2,   0.0228,  9.4773, 10.9275, -0.4791,  0.0530,  0.0928,
Q0     89,  848,  822,   22,    4,   0.0259,  9.5281, 10.8573, -0.4068,  0.0587,  0.0857,
Q1     89,  841,  822,   19,    0,   0.0226,  9.4494, 10.9490, -0.4834,  0.0499,  0.0949,
Q0     90,  861,  834,   22,    5,   0.0256,  9.5667, 10.8732, -0.4157,  0.0630,  0.0873,
Q1     90,  855,  832,   19,    4,   0.0222,  9.5000, 10.9493, -0.4919,  0.0556,  0.0949,
Q0     91,  871,  846,   22,    3,   0.0253,  9.5714, 10.8965, -0.4224,  0.0635,  0.0896,
Q1     91,  863,  844,   19,    0,   0.0220,  9.4835, 11.0223, -0.4966,  0.0537,  0.1022,
Q0     92,  883,  855,   22,    6,   0.0249,  9.5978, 10.8533, -0.4303,  0.0664,  0.0853,
Q1     92,  869,  850,   19,    0,   0.0219,  9.4457, 11.0131, -0.5000,  0.0495,  0.1013,
Q0     93,  890,  860,   22,    8,   0.0247,  9.5699, 10.7893, -0.4348,  0.0633,  0.0789,
Q1     93,  884,  861,   19,    4,   0.0215,  9.5054, 11.0224, -0.5085,  0.0562,  0.1022,
Q0     94,  898,  865,   24,    9,   0.0267,  9.5532, 10.7151, -0.3889,  0.0615,  0.0715,
Q1     94,  890,  871,   19,    0,   0.0213,  9.4681, 11.0679, -0.5118,  0.0520,  0.1068,
Q0     95,  911,  878,   27,    6,   0.0296,  9.5895, 10.7295, -0.3223,  0.0655,  0.0729,
Q1     95,  895,  876,   19,    0,   0.0212,  9.4211, 11.0606, -0.5146,  0.0468,  0.1061,
Q0     96,  924,  890,   27,    7,   0.0292,  9.6250, 10.7531, -0.3318,  0.0694,  0.0753,
Q1     96,  905,  886,   19,    0,   0.0210,  9.4271, 11.0592, -0.5199,  0.0475,  0.1059,
Q0     97,  931,  903,   27,    1,   0.0290,  9.5979, 10.7607, -0.3369,  0.0664,  0.0761,
Q1     97,  916,  895,   19,    2,   0.0207,  9.4433, 11.0239, -0.5257,  0.0493,  0.1024,
Q0     98,  941,  913,   27,    1,   0.0287,  9.6020, 10.7637, -0.3439,  0.0669,  0.0764,
Q1     98,  922,  901,   19,    2,   0.0206,  9.4082, 10.9512, -0.5288,  0.0454,  0.0951,
Q0     99,  948,  921,   27,    0,   0.0285,  9.5758, 10.7799, -0.3487,  0.0640,  0.0780,
Q1     99,  928,  909,   19,    0,   0.0205,  9.3737, 10.9655, -0.5318,  0.0415,  0.0965,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    100,  960,  927,   27,    6,   0.0281,  9.6000, 10.7219, -0.3569,  0.0667,  0.0722,
Q1    100,  935,  914,   19,    2,   0.0203,  9.3500, 10.9577, -0.5353,  0.0389,  0.0958,
Q0    101,  965,  938,   27,    0,   0.0280,  9.5545, 10.7634, -0.3602,  0.0616,  0.0763,
Q1    101,  941,  922,   19,    0,   0.0202,  9.3168, 11.0007, -0.5383,  0.0352,  0.1001,
Q0    102,  976,  949,   27,    0,   0.0277,  9.5686, 10.7682, -0.3674,  0.0632,  0.0768,
Q1    102,  951,  932,   19,    0,   0.0200,  9.3235, 11.0032, -0.5432,  0.0359,  0.1003,
Q0    103,  983,  955,   27,    1,   0.0275,  9.5437, 10.7613, -0.3719,  0.0604,  0.0761,
Q1    103,  958,  937,   19,    2,   0.0198,  9.3010, 10.9222, -0.5465,  0.0334,  0.0922,
Q0    104,  995,  967,   27,    1,   0.0271,  9.5673, 10.7916, -0.3795,  0.0630,  0.0792,
Q1    104,  966,  941,   19,    6,   0.0197,  9.2885, 10.8762, -0.5502,  0.0321,  0.0876,
Q0    105, 1007,  973,   27,    7,   0.0268,  9.5905, 10.7446, -0.3869,  0.0656,  0.0745,
Q1    105,  979,  952,   19,    8,   0.0194,  9.3238, 10.8315, -0.5562,  0.0360,  0.0831,
Q0    106, 1022,  980,   32,   10,   0.0313,  9.6415, 10.6921, -0.2840,  0.0713,  0.0692,
Q1    106,  985,  962,   19,    4,   0.0193,  9.2925, 10.8414, -0.5589,  0.0325,  0.0841,
Q0    107, 1031,  987,   36,    8,   0.0349,  9.6355, 10.6423, -0.2016,  0.0706,  0.0642,
Q1    107,  995,  972,   19,    4,   0.0191,  9.2991, 10.8464, -0.5634,  0.0332,  0.0846,
Q0    108, 1037,  999,   36,    2,   0.0347,  9.6019, 10.6668, -0.2062,  0.0669,  0.0667,
Q1    108, 1003,  979,   19,    5,   0.0189,  9.2870, 10.7881, -0.5668,  0.0319,  0.0788,
Q0    109, 1049, 1013,   36,    0,   0.0343,  9.6239, 10.7097, -0.2153,  0.0693,  0.0710,
Q1    109, 1009,  989,   19,    1,   0.0188,  9.2569, 10.7791, -0.5694,  0.0285,  0.0779,
Q0    110, 1058, 1020,   36,    2,   0.0340,  9.6182, 10.6745, -0.2219,  0.0687,  0.0674,
Q1    110, 1016,  997,   19,    0,   0.0187,  9.2364, 10.7672, -0.5724,  0.0263,  0.0767,
Q0    111, 1067, 1028,   36,    3,   0.0337,  9.6126, 10.6582, -0.2285,  0.0681,  0.0658,
Q1    111, 1029, 1000,   19,   10,   0.0185,  9.2703, 10.6905, -0.5778,  0.0300,  0.0690,
Q0    112, 1084, 1038,   36,   10,   0.0332,  9.6786, 10.6450, -0.2406,  0.0754,  0.0645,
Q1    112, 1039, 1009,   21,    9,   0.0202,  9.2768, 10.6708, -0.5378,  0.0308,  0.0671,
Q0    113, 1091, 1045,   38,    8,   0.0348,  9.6549, 10.5912, -0.2036,  0.0728,  0.0591,
Q1    113, 1045, 1023,   21,    1,   0.0201,  9.2478, 10.6987, -0.5405,  0.0275,  0.0699,
Q0    114, 1099, 1054,   38,    7,   0.0346,  9.6404, 10.5937, -0.2094,  0.0712,  0.0594,
Q1    114, 1053, 1030,   21,    2,   0.0199,  9.2368, 10.7155, -0.5440,  0.0263,  0.0715,
Q0    115, 1110, 1062,   39,    9,   0.0351,  9.6522, 10.5570, -0.1966,  0.0725,  0.0557,
Q1    115, 1069, 1042,   21,    6,   0.0196,  9.2957, 10.7726, -0.5508,  0.0329,  0.0773,
Q0    116, 1118, 1070,   42,    6,   0.0376,  9.6379, 10.5159, -0.1410,  0.0709,  0.0516,
Q1    116, 1076, 1055,   21,    0,   0.0195,  9.2759, 10.8055, -0.5537,  0.0307,  0.0806,
Q0    117, 1134, 1081,   46,    7,   0.0406,  9.6923, 10.5328, -0.0724,  0.0769,  0.0533,
Q1    117, 1085, 1063,   21,    1,   0.0194,  9.2735, 10.8150, -0.5574,  0.0304,  0.0815,
Q0    118, 1138, 1092,   46,    0,   0.0404,  9.6441, 10.5688, -0.0757,  0.0716,  0.0569,
Q1    118, 1091, 1070,   21,    0,   0.0192,  9.2458, 10.8184, -0.5599,  0.0273,  0.0818,
Q0    119, 1145, 1099,   46,    0,   0.0402,  9.6218, 10.5761, -0.0814,  0.0691,  0.0576,
Q1    119, 1099, 1078,   21,    0,   0.0191,  9.2353, 10.7867, -0.5631,  0.0261,  0.0787,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    120, 1152, 1106,   46,    0,   0.0399,  9.6000, 10.5738, -0.0869,  0.0667,  0.0574,
Q1    120, 1112, 1085,   21,    6,   0.0189,  9.2667, 10.7782, -0.5682,  0.0296,  0.0778,
