=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.11.10 12:48:42 =~=~=~=~=~=~=~=~=~=~=~=
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    121, 1166, 1112,   46,    8,   0.0395,  9.6364, 10.5574, -0.0979,  0.0707,  0.0557,
Q1    121, 1121, 1100,   21,    0,   0.0187,  9.2645, 10.8359, -0.5716,  0.0294,  0.0836,
Q0    122, 1172, 1120,   46,    6,   0.0392,  9.6066, 10.5310, -0.1025,  0.0674,  0.0531,
Q1    122, 1129, 1108,   21,    0,   0.0186,  9.2541, 10.8308, -0.5747,  0.0282,  0.0831,
Q0    123, 1181, 1132,   46,    3,   0.0390,  9.6016, 10.5366, -0.1094,  0.0668,  0.0537,
Q1    123, 1138, 1117,   21,    0,   0.0185,  9.2520, 10.8099, -0.5780,  0.0280,  0.0810,
Q0    124, 1189, 1142,   46,    1,   0.0387,  9.5887, 10.5273, -0.1153,  0.0654,  0.0527,
Q1    124, 1149, 1128,   21,    0,   0.0183,  9.2661, 10.8283, -0.5821,  0.0296,  0.0828,
Q0    125, 1195, 1147,   46,    2,   0.0385,  9.5600, 10.4957, -0.1198,  0.0622,  0.0496,
Q1    125, 1163, 1135,   21,    7,   0.0181,  9.3040, 10.7998, -0.5871,  0.0338,  0.0800,
Q0    126, 1202, 1154,   46,    2,   0.0383,  9.5397, 10.4955, -0.1249,  0.0600,  0.0496,
Q1    126, 1174, 1150,   21,    3,   0.0179,  9.3175, 10.8355, -0.5910,  0.0353,  0.0836,
Q0    127, 1213, 1167,   46,    0,   0.0379,  9.5512, 10.5580, -0.1329,  0.0612,  0.0558,
Q1    127, 1187, 1162,   21,    4,   0.0177,  9.3465, 10.8424, -0.5955,  0.0385,  0.0842,
Q0    128, 1223, 1177,   46,    0,   0.0376,  9.5547, 10.5916, -0.1399,  0.0616,  0.0592,
Q1    128, 1193, 1172,   21,    0,   0.0176,  9.3203, 10.8553, -0.5975,  0.0356,  0.0855,
Q0    129, 1231, 1183,   46,    2,   0.0374,  9.5426, 10.5555, -0.1455,  0.0603,  0.0555,
Q1    129, 1206, 1176,   21,    9,   0.0174,  9.3488, 10.7918, -0.6018,  0.0388,  0.0792,
Q0    130, 1239, 1187,   46,    6,   0.0371,  9.5308, 10.4836, -0.1510,  0.0590,  0.0484,
Q1    130, 1216, 1190,   23,    3,   0.0189,  9.3538, 10.8170, -0.5675,  0.0393,  0.0817,
Q0    131, 1248, 1190,   48,   10,   0.0385,  9.5267, 10.4333, -0.1205,  0.0585,  0.0433,
Q1    131, 1223, 1200,   23,    0,   0.0188,  9.3359, 10.8534, -0.5700,  0.0373,  0.0853,
Q0    132, 1257, 1201,   48,    8,   0.0382,  9.5227, 10.4216, -0.1268,  0.0581,  0.0422,
Q1    132, 1234, 1206,   23,    5,   0.0186,  9.3485, 10.7906, -0.5738,  0.0387,  0.0791,
Q0    133, 1269, 1210,   50,    9,   0.0394,  9.5414, 10.4211, -0.0990,  0.0602,  0.0421,
Q1    133, 1247, 1214,   24,    9,   0.0192,  9.3759, 10.7720, -0.5599,  0.0418,  0.0772,
Q0    134, 1278, 1223,   50,    5,   0.0391,  9.5373, 10.4524, -0.1054,  0.0597,  0.0452,
Q1    134, 1257, 1229,   24,    4,   0.0191,  9.3806, 10.8182, -0.5634,  0.0423,  0.0818,
Q0    135, 1290, 1235,   50,    5,   0.0388,  9.5556, 10.4565, -0.1137,  0.0617,  0.0457,
Q1    135, 1267, 1243,   24,    0,   0.0189,  9.3852, 10.8669, -0.5669,  0.0428,  0.0867,
Q0    136, 1300, 1249,   50,    1,   0.0385,  9.5588, 10.5027, -0.1205,  0.0621,  0.0503,
Q1    136, 1274, 1250,   24,    0,   0.0188,  9.3676, 10.8551, -0.5692,  0.0408,  0.0855,
Q0    137, 1310, 1256,   50,    4,   0.0382,  9.5620, 10.4852, -0.1272,  0.0624,  0.0485,
Q1    137, 1283, 1258,   24,    1,   0.0187,  9.3650, 10.8463, -0.5723,  0.0406,  0.0846,
Q0    138, 1322, 1265,   50,    7,   0.0378,  9.5797, 10.4774, -0.1352,  0.0644,  0.0477,
Q1    138, 1294, 1263,   24,    7,   0.0185,  9.3768, 10.8016, -0.5759,  0.0419,  0.0802,
Q0    139, 1329, 1279,   50,    0,   0.0376,  9.5612, 10.5127, -0.1397,  0.0624,  0.0513,
Q1    139, 1301, 1273,   24,    4,   0.0184,  9.3597, 10.7962, -0.5782,  0.0400,  0.0796,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    140, 1335, 1284,   50,    1,   0.0375,  9.5357, 10.5164, -0.1436,  0.0595,  0.0516,
Q1    140, 1307, 1281,   24,    2,   0.0184,  9.3357, 10.7734, -0.5801,  0.0373,  0.0773,
Q0    141, 1343, 1292,   50,    1,   0.0372,  9.5248, 10.5042, -0.1487,  0.0583,  0.0504,
Q1    141, 1326, 1290,   26,   10,   0.0196,  9.4043, 10.7578, -0.5516,  0.0449,  0.0758,
Q0    142, 1354, 1304,   50,    0,   0.0369,  9.5352, 10.5193, -0.1556,  0.0595,  0.0519,
Q1    142, 1337, 1301,   29,    7,   0.0217,  9.4155, 10.7600, -0.5040,  0.0462,  0.0760,
Q0    143, 1364, 1310,   50,    4,   0.0367,  9.5385, 10.4961, -0.1618,  0.0598,  0.0496,
Q1    143, 1344, 1314,   29,    1,   0.0216,  9.3986, 10.7681, -0.5066,  0.0443,  0.0768,
Q0    144, 1377, 1317,   54,    6,   0.0392,  9.5625, 10.4731, -0.1033,  0.0625,  0.0473,
Q1    144, 1357, 1328,   29,    0,   0.0214,  9.4236, 10.8124, -0.5113,  0.0471,  0.0812,
Q0    145, 1383, 1327,   54,    2,   0.0390,  9.5379, 10.4608, -0.1072,  0.0598,  0.0461,
Q1    145, 1361, 1331,   29,    1,   0.0213,  9.3862, 10.8150, -0.5128,  0.0429,  0.0815,
Q0    146, 1390, 1335,   54,    1,   0.0388,  9.5205, 10.4692, -0.1117,  0.0578,  0.0469,
Q1    146, 1370, 1341,   29,    0,   0.0212,  9.3836, 10.8230, -0.5160,  0.0426,  0.0823,
Q0    147, 1407, 1343,   57,    7,   0.0405,  9.5714, 10.4350, -0.0736,  0.0635,  0.0435,
Q1    147, 1381, 1347,   29,    5,   0.0210,  9.3946, 10.8020, -0.5198,  0.0438,  0.0802,
Q0    148, 1419, 1350,   60,    9,   0.0423,  9.5878, 10.4230, -0.0331,  0.0653,  0.0423,
Q1    148, 1387, 1357,   29,    1,   0.0209,  9.3716, 10.8007, -0.5219,  0.0413,  0.0801,
Q0    149, 1424, 1362,   60,    2,   0.0421,  9.5570, 10.4323, -0.0365,  0.0619,  0.0432,
Q1    149, 1397, 1368,   29,    0,   0.0208,  9.3758, 10.8126, -0.5253,  0.0418,  0.0813,
Q0    150, 1434, 1374,   60,    0,   0.0418,  9.5600, 10.4422, -0.0432,  0.0622,  0.0442,
Q1    150, 1408, 1378,   29,    1,   0.0206,  9.3867, 10.8088, -0.5290,  0.0430,  0.0809,
Q0    151, 1439, 1378,   60,    1,   0.0417,  9.5298, 10.4181, -0.0466,  0.0589,  0.0418,
Q1    151, 1415, 1385,   29,    1,   0.0205,  9.3709, 10.7921, -0.5314,  0.0412,  0.0792,
Q0    152, 1445, 1384,   60,    1,   0.0415,  9.5066, 10.4145, -0.0505,  0.0563,  0.0414,
Q1    152, 1425, 1396,   29,    0,   0.0204,  9.3750, 10.8166, -0.5346,  0.0417,  0.0817,
Q0    153, 1455, 1392,   60,    3,   0.0412,  9.5098, 10.4126, -0.0571,  0.0566,  0.0413,
Q1    153, 1429, 1400,   29,    0,   0.0203,  9.3399, 10.8147, -0.5360,  0.0378,  0.0815,
Q0    154, 1467, 1400,   60,    7,   0.0409,  9.5260, 10.3943, -0.0648,  0.0584,  0.0394,
Q1    154, 1436, 1406,   29,    1,   0.0202,  9.3247, 10.8142, -0.5382,  0.0361,  0.0814,
Q0    155, 1481, 1412,   60,    9,   0.0405,  9.5548, 10.4005, -0.0736,  0.0616,  0.0400,
Q1    155, 1446, 1417,   29,    0,   0.0201,  9.3290, 10.8437, -0.5414,  0.0366,  0.0844,
Q0    156, 1487, 1426,   61,    0,   0.0410,  9.5321, 10.4245, -0.0620,  0.0591,  0.0424,
Q1    156, 1451, 1422,   29,    0,   0.0200,  9.3013, 10.8518, -0.5430,  0.0335,  0.0852,
Q0    157, 1494, 1433,   61,    0,   0.0408,  9.5159, 10.4398, -0.0664,  0.0573,  0.0440,
Q1    157, 1456, 1427,   29,    0,   0.0199,  9.2739, 10.8289, -0.5446,  0.0304,  0.0829,
Q0    158, 1505, 1441,   61,    3,   0.0405,  9.5253, 10.4198, -0.0732,  0.0584,  0.0420,
Q1    158, 1463, 1434,   29,    0,   0.0198,  9.2595, 10.8618, -0.5467,  0.0288,  0.0862,
Q0    159, 1512, 1448,   61,    3,   0.0403,  9.5094, 10.3987, -0.0775,  0.0566,  0.0399,
Q1    159, 1472, 1443,   29,    0,   0.0197,  9.2579, 10.8645, -0.5495,  0.0287,  0.0865,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    160, 1519, 1458,   61,    0,   0.0402,  9.4937, 10.4038, -0.0817,  0.0549,  0.0404,
Q1    160, 1481, 1452,   29,    0,   0.0196,  9.2563, 10.8688, -0.5522,  0.0285,  0.0869,
Q0    161, 1524, 1463,   61,    0,   0.0400,  9.4658, 10.4194, -0.0847,  0.0518,  0.0419,
Q1    161, 1487, 1458,   29,    0,   0.0195,  9.2360, 10.8837, -0.5541,  0.0262,  0.0884,
Q0    162, 1536, 1469,   61,    6,   0.0397,  9.4815, 10.3981, -0.0919,  0.0535,  0.0398,
Q1    162, 1497, 1467,   29,    1,   0.0194,  9.2407, 10.8874, -0.5570,  0.0267,  0.0887,
Q0    163, 1547, 1481,   61,    5,   0.0394,  9.4908, 10.4094, -0.0984,  0.0545,  0.0409,
Q1    163, 1509, 1476,   29,    4,   0.0192,  9.2577, 10.8977, -0.5606,  0.0286,  0.0898,
Q0    164, 1558, 1489,   62,    7,   0.0398,  9.5000, 10.3938, -0.0900,  0.0556,  0.0394,
Q1    164, 1518, 1489,   29,    0,   0.0191,  9.2561, 10.9222, -0.5632,  0.0285,  0.0922,
Q0    165, 1570, 1503,   62,    5,   0.0395,  9.5152, 10.4181, -0.0970,  0.0572,  0.0418,
Q1    165, 1528, 1499,   29,    0,   0.0190,  9.2606, 10.9473, -0.5660,  0.0290,  0.0947,
Q0    166, 1577, 1512,   62,    3,   0.0393,  9.5000, 10.4084, -0.1010,  0.0556,  0.0408,
Q1    166, 1539, 1510,   29,    0,   0.0188,  9.2711, 10.9582, -0.5691,  0.0301,  0.0958,
Q0    167, 1585, 1523,   62,    0,   0.0391,  9.4910, 10.4111, -0.1055,  0.0546,  0.0411,
Q1    167, 1545, 1516,   29,    0,   0.0188,  9.2515, 10.9668, -0.5708,  0.0279,  0.0967,
Q0    168, 1594, 1532,   62,    0,   0.0389,  9.4881, 10.4245, -0.1106,  0.0542,  0.0425,
Q1    168, 1548, 1519,   29,    0,   0.0187,  9.2143, 10.9275, -0.5716,  0.0238,  0.0928,
Q0    169, 1598, 1536,   62,    0,   0.0388,  9.4556, 10.4169, -0.1128,  0.0506,  0.0417,
Q1    169, 1556, 1527,   29,    0,   0.0186,  9.2071, 10.9106, -0.5738,  0.0230,  0.0911,
Q0    170, 1613, 1543,   62,    8,   0.0384,  9.4882, 10.4045, -0.1211,  0.0542,  0.0405,
Q1    170, 1567, 1533,   29,    5,   0.0185,  9.2176, 10.8796, -0.5768,  0.0242,  0.0880,
Q0    171, 1619, 1557,   62,    0,   0.0383,  9.4678, 10.4404, -0.1243,  0.0520,  0.0440,
Q1    171, 1573, 1544,   29,    0,   0.0184,  9.1988, 10.8946, -0.5784,  0.0221,  0.0895,
Q0    172, 1628, 1566,   62,    0,   0.0381,  9.4651, 10.4402, -0.1292,  0.0517,  0.0440,
Q1    172, 1577, 1548,   29,    0,   0.0184,  9.1686, 10.9007, -0.5795,  0.0187,  0.0901,
Q0    173, 1634, 1572,   62,    0,   0.0379,  9.4451, 10.4411, -0.1324,  0.0495,  0.0441,
Q1    173, 1589, 1556,   29,    4,   0.0183,  9.1850, 10.8805, -0.5827,  0.0206,  0.0881,
Q0    174, 1642, 1579,   62,    1,   0.0378,  9.4368, 10.4223, -0.1366,  0.0485,  0.0422,
Q1    174, 1600, 1568,   29,    3,   0.0181,  9.1954, 10.8885, -0.5855,  0.0217,  0.0888,
Q0    175, 1656, 1585,   62,    9,   0.0374,  9.4629, 10.3895, -0.1439,  0.0514,  0.0389,
Q1    175, 1609, 1577,   29,    3,   0.0180,  9.1943, 10.8732, -0.5879,  0.0216,  0.0873,
Q0    176, 1669, 1596,   66,    7,   0.0395,  9.4830, 10.3903, -0.0958,  0.0537,  0.0390,
Q1    176, 1617, 1584,   29,    4,   0.0179,  9.1875, 10.8455, -0.5899,  0.0208,  0.0845,
Q0    177, 1679, 1613,   66,    0,   0.0393,  9.4859, 10.4432, -0.1011,  0.0540,  0.0443,
Q1    177, 1624, 1594,   29,    1,   0.0179,  9.1751, 10.8593, -0.5917,  0.0195,  0.0859,
Q0    178, 1690, 1623,   66,    1,   0.0391,  9.4944, 10.4393, -0.1070,  0.0549,  0.0439,
Q1    178, 1630, 1601,   29,    0,   0.0178,  9.1573, 10.8483, -0.5932,  0.0175,  0.0848,
Q0    179, 1694, 1627,   66,    1,   0.0390,  9.4637, 10.4323, -0.1091,  0.0515,  0.0432,
Q1    179, 1638, 1607,   29,    2,   0.0177,  9.1508, 10.8429, -0.5952,  0.0168,  0.0843,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    180, 1704, 1637,   66,    1,   0.0387,  9.4667, 10.4394, -0.1143,  0.0519,  0.0439,
Q1    180, 1647, 1617,   29,    1,   0.0176,  9.1500, 10.8295, -0.5974,  0.0167,  0.0829,
Q0    181, 1709, 1643,   66,    0,   0.0386,  9.4420, 10.4556, -0.1169,  0.0491,  0.0456,
Q1    181, 1660, 1624,   29,    7,   0.0175,  9.1713, 10.8287, -0.6005,  0.0190,  0.0829,
Q0    182, 1719, 1651,   66,    2,   0.0384,  9.4451, 10.4599, -0.1221,  0.0495,  0.0460,
Q1    182, 1666, 1637,   29,    0,   0.0174,  9.1538, 10.8445, -0.6020,  0.0171,  0.0844,
Q0    183, 1730, 1661,   66,    3,   0.0382,  9.4536, 10.4689, -0.1276,  0.0504,  0.0469,
Q1    183, 1674, 1643,   29,    2,   0.0173,  9.1475, 10.8457, -0.6039,  0.0164,  0.0846,
Q0    184, 1738, 1669,   66,    3,   0.0380,  9.4457, 10.4487, -0.1317,  0.0495,  0.0449,
Q1    184, 1683, 1654,   29,    0,   0.0172,  9.1467, 10.8644, -0.6060,  0.0163,  0.0864,
Q0    185, 1747, 1680,   66,    1,   0.0378,  9.4432, 10.4485, -0.1361,  0.0492,  0.0449,
Q1    185, 1691, 1661,   29,    1,   0.0171,  9.1405, 10.8684, -0.6079,  0.0156,  0.0868,
Q0    186, 1753, 1687,   66,    0,   0.0376,  9.4247, 10.4474, -0.1391,  0.0472,  0.0447,
Q1    186, 1698, 1669,   29,    0,   0.0171,  9.1290, 10.8902, -0.6095,  0.0143,  0.0890,
Q0    187, 1761, 1695,   66,    0,   0.0375,  9.4171, 10.4332, -0.1430,  0.0463,  0.0433,
Q1    187, 1700, 1671,   29,    0,   0.0171,  9.0909, 10.8869, -0.6099,  0.0101,  0.0887,
Q0    188, 1765, 1699,   66,    0,   0.0374,  9.3883, 10.4497, -0.1449,  0.0431,  0.0450,
Q1    188, 1704, 1675,   29,    0,   0.0170,  9.0638, 10.8594, -0.6108,  0.0071,  0.0859,
Q0    189, 1773, 1707,   66,    0,   0.0372,  9.3810, 10.4439, -0.1488,  0.0423,  0.0444,
Q1    189, 1711, 1682,   29,    0,   0.0169,  9.0529, 10.8606, -0.6124,  0.0059,  0.0861,
Q0    190, 1779, 1713,   66,    0,   0.0371,  9.3632, 10.4578, -0.1517,  0.0404,  0.0458,
Q1    190, 1721, 1691,   29,    1,   0.0169,  9.0579, 10.8831, -0.6147,  0.0064,  0.0883,
Q0    191, 1788, 1718,   66,    4,   0.0369,  9.3613, 10.4358, -0.1559,  0.0401,  0.0436,
Q1    191, 1726, 1697,   29,    0,   0.0168,  9.0366, 10.8964, -0.6158,  0.0041,  0.0896,
Q0    192, 1799, 1726,   66,    7,   0.0367,  9.3698, 10.4207, -0.1611,  0.0411,  0.0421,
Q1    192, 1733, 1704,   29,    0,   0.0167,  9.0260, 10.9204, -0.6174,  0.0029,  0.0920,
Q0    193, 1812, 1740,   66,    6,   0.0364,  9.3886, 10.4431, -0.1671,  0.0432,  0.0443,
Q1    193, 1744, 1714,   29,    1,   0.0166,  9.0363, 10.9452, -0.6198,  0.0040,  0.0945,
Q0    194, 1820, 1753,   66,    1,   0.0363,  9.3814, 10.4580, -0.1708,  0.0424,  0.0458,
Q1    194, 1755, 1720,   29,    6,   0.0165,  9.0464, 10.9467, -0.6222,  0.0052,  0.0947,
Q0    195, 1830, 1764,   66,    0,   0.0361,  9.3846, 10.4756, -0.1753,  0.0427,  0.0476,
Q1    195, 1766, 1733,   29,    4,   0.0164,  9.0564, 10.9642, -0.6245,  0.0063,  0.0964,
Q0    196, 1839, 1772,   66,    1,   0.0359,  9.3827, 10.4942, -0.1793,  0.0425,  0.0494,
Q1    196, 1778, 1740,   29,    9,   0.0163,  9.0714, 10.9313, -0.6270,  0.0079,  0.0931,
Q0    197, 1849, 1783,   66,    0,   0.0357,  9.3858, 10.5106, -0.1838,  0.0429,  0.0511,
Q1    197, 1786, 1752,   29,    5,   0.0162,  9.0660, 10.9363, -0.6287,  0.0073,  0.0936,
Q0    198, 1858, 1792,   66,    0,   0.0355,  9.3838, 10.5216, -0.1877,  0.0426,  0.0522,
Q1    198, 1798, 1766,   29,    3,   0.0161,  9.0808, 10.9536, -0.6312,  0.0090,  0.0954,
Q0    199, 1868, 1801,   66,    1,   0.0353,  9.3869, 10.5218, -0.1921,  0.0430,  0.0522,
Q1    199, 1805, 1776,   29,    0,   0.0161,  9.0704, 10.9620, -0.6326,  0.0078,  0.0962,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    200, 1870, 1804,   66,    0,   0.0353,  9.3500, 10.5103, -0.1930,  0.0389,  0.0510,
Q1    200, 1817, 1784,   29,    4,   0.0160,  9.0850, 10.9382, -0.6350,  0.0094,  0.0938,
Q0    201, 1877, 1811,   66,    0,   0.0352,  9.3383, 10.4982, -0.1960,  0.0376,  0.0498,
Q1    201, 1830, 1793,   29,    8,   0.0158,  9.1045, 10.9351, -0.6376,  0.0116,  0.0935,
Q0    202, 1888, 1821,   66,    1,   0.0350,  9.3465, 10.4938, -0.2006,  0.0385,  0.0494,
Q1    202, 1840, 1806,   29,    5,   0.0158,  9.1089, 10.9440, -0.6396,  0.0121,  0.0944,
Q0    203, 1898, 1829,   66,    3,   0.0348,  9.3498, 10.4872, -0.2049,  0.0389,  0.0487,
Q1    203, 1854, 1819,   29,    6,   0.0156,  9.1330, 10.9551, -0.6423,  0.0148,  0.0955,
Q0    204, 1906, 1840,   66,    0,   0.0346,  9.3431, 10.5042, -0.2082,  0.0381,  0.0504,
Q1    204, 1862, 1824,   29,    9,   0.0156,  9.1275, 10.9217, -0.6439,  0.0142,  0.0922,
Q0    205, 1916, 1848,   66,    2,   0.0344,  9.3463, 10.4926, -0.2123,  0.0385,  0.0493,
Q1    205, 1873, 1830,   34,    9,   0.0182,  9.1366, 10.8709, -0.5849,  0.0152,  0.0871,
Q0    206, 1929, 1854,   68,    7,   0.0353,  9.3641, 10.4746, -0.1939,  0.0405,  0.0475,
Q1    206, 1883, 1836,   37,   10,   0.0196,  9.1408, 10.8507, -0.5507,  0.0156,  0.0851,
Q0    207, 1940, 1862,   69,    9,   0.0356,  9.3720, 10.4486, -0.1867,  0.0413,  0.0449,
Q1    207, 1894, 1847,   42,    5,   0.0222,  9.1498, 10.8619, -0.4929,  0.0166,  0.0862,
Q0    208, 1949, 1868,   71,   10,   0.0364,  9.3702, 10.4346, -0.1670,  0.0411,  0.0435,
Q1    208, 1901, 1857,   42,    2,   0.0221,  9.1394, 10.8679, -0.4948,  0.0155,  0.0868,
Q0    209, 1963, 1883,   76,    4,   0.0387,  9.3923, 10.4536, -0.1147,  0.0436,  0.0454,
Q1    209, 1910, 1868,   42,    0,   0.0220,  9.1388, 10.8725, -0.4972,  0.0154,  0.0872,
Q0    210, 1975, 1896,   76,    3,   0.0385,  9.4048, 10.4727, -0.1201,  0.0450,  0.0473,
Q1    210, 1916, 1874,   42,    0,   0.0219,  9.1238, 10.8815, -0.4988,  0.0138,  0.0882,
Q0    211, 1982, 1902,   76,    4,   0.0383,  9.3934, 10.4495, -0.1232,  0.0437,  0.0449,
Q1    211, 1922, 1880,   42,    0,   0.0219,  9.1090, 10.8835, -0.5003,  0.0121,  0.0883,
Q0    212, 1989, 1913,   76,    0,   0.0382,  9.3821, 10.4707, -0.1263,  0.0425,  0.0471,
Q1    212, 1932, 1888,   42,    2,   0.0217,  9.1132, 10.8696, -0.5029,  0.0126,  0.0870,
Q0    213, 2002, 1924,   76,    2,   0.0380,  9.3991, 10.5031, -0.1319,  0.0443,  0.0503,
Q1    213, 1939, 1897,   42,    0,   0.0217,  9.1033, 10.8963, -0.5047,  0.0115,  0.0896,
Q0    214, 2013, 1929,   76,    8,   0.0378,  9.4065, 10.4734, -0.1367,  0.0452,  0.0473,
Q1    214, 1950, 1908,   42,    0,   0.0215,  9.1121, 10.8873, -0.5075,  0.0125,  0.0887,
Q0    215, 2023, 1939,   76,    8,   0.0376,  9.4093, 10.4710, -0.1410,  0.0455,  0.0471,
Q1    215, 1957, 1913,   42,    2,   0.0215,  9.1023, 10.8600, -0.5093,  0.0114,  0.0860,
Q0    216, 2034, 1946,   78,   10,   0.0383,  9.4167, 10.4474, -0.1231,  0.0463,  0.0447,
Q1    216, 1965, 1920,   42,    3,   0.0214,  9.0972, 10.8405, -0.5113,  0.0108,  0.0840,
Q0    217, 2042, 1957,   78,    7,   0.0382,  9.4101, 10.4542, -0.1266,  0.0456,  0.0454,
Q1    217, 1978, 1932,   42,    4,   0.0212,  9.1152, 10.8493, -0.5145,  0.0128,  0.0849,
Q0    218, 2050, 1966,   78,    6,   0.0380,  9.4037, 10.4425, -0.1300,  0.0449,  0.0442,
Q1    218, 1995, 1950,   42,    3,   0.0211,  9.1514, 10.8919, -0.5186,  0.0168,  0.0892,
Q0    219, 2057, 1979,   78,    0,   0.0379,  9.3927, 10.4701, -0.1329,  0.0436,  0.0470,
Q1    219, 2004, 1962,   42,    0,   0.0210,  9.1507, 10.8979, -0.5208,  0.0167,  0.0898,
Qid, Time, Sent, Recv, Over, Wait,    P_blk,    Arrv,    Serv,   Epblk,   Earrv,   Eserv
Q0    220, 2066, 1988,   78,    0,   0.0378,  9.3909, 10.4680, -0.1367,  0.0434,  0.0468,
Q1    220, 2008, 1966,   42,    0,   0.0209,  9.1273, 10.8831, -0.5217,  0.0141,  0.0883,
Q0    221, 2072, 1992,   78,    2,   0.0376,  9.3756, 10.4622, -0.1392,  0.0417,  0.0462,
Q1    221, 2023, 1980,   42,    1,   0.0208,  9.1538, 10.8845, -0.5253,  0.0171,  0.0884,
Q0    222, 2079, 2000,   78,    0,   0.0375,  9.3649, 10.4544, -0.1421,  0.0405,  0.0454,
Q1    222, 2033, 1983,   42,    8,   0.0207,  9.1577, 10.8629, -0.5276,  0.0175,  0.0863,
Q0    223, 2088, 2005,   78,    5,   0.0374,  9.3632, 10.4419, -0.1458,  0.0404,  0.0442,
Q1    223, 2044, 1992,   44,    8,   0.0215,  9.1659, 10.8509, -0.5078,  0.0184,  0.0851,
Q0    224, 2094, 2016,   78,    0,   0.0372,  9.3482, 10.4435, -0.1482,  0.0387,  0.0444,
Q1    224, 2052, 2006,   44,    2,   0.0214,  9.1607, 10.8715, -0.5097,  0.0179,  0.0871,
Q0    225, 2103, 2021,   78,    4,   0.0371,  9.3467, 10.4258, -0.1519,  0.0385,  0.0426,
Q1    225, 2066, 2014,   44,    8,   0.0213,  9.1822, 10.8485, -0.5130,  0.0202,  0.0848,
Q0    226, 2112, 2029,   78,    5,   0.0369,  9.3451, 10.4099, -0.1555,  0.0383,  0.0410,
Q1    226, 2071, 2019,   44,    8,   0.0212,  9.1637, 10.8062, -0.5142,  0.0182,  0.0806,
Q0    227, 2116, 2038,   78,    0,   0.0369,  9.3216, 10.4013, -0.1571,  0.0357,  0.0401,
Q1    227, 2083, 2025,   50,    8,   0.0240,  9.1762, 10.7947, -0.4511,  0.0196,  0.0795,
Q0    228, 2121, 2043,   78,    0,   0.0368,  9.3026, 10.4047, -0.1591,  0.0336,  0.0405,
Q1    228, 2093, 2033,   51,    9,   0.0244,  9.1798, 10.7674, -0.4428,  0.0200,  0.0767,
Q0    229, 2133, 2052,   78,    3,   0.0366,  9.3144, 10.3926, -0.1638,  0.0349,  0.0393,
Q1    229, 2105, 2045,   53,    7,   0.0252,  9.1921, 10.7820, -0.4243,  0.0213,  0.0782,
Q0    230, 2143, 2062,   78,    3,   0.0364,  9.3174, 10.4036, -0.1677,  0.0353,  0.0404,
Q1    230, 2116, 2053,   55,    8,   0.0260,  9.2000, 10.7589, -0.4056,  0.0222,  0.0759,
Q0    231, 2162, 2074,   78,   10,   0.0361,  9.3593, 10.4057, -0.1750,  0.0399,  0.0406,
Q1    231, 2124, 2058,   57,    9,   0.0268,  9.1948, 10.7364, -0.3864,  0.0216,  0.0736,
Q0    232, 2172, 2080,   82,   10,   0.0378,  9.3621, 10.3818, -0.1367,  0.0402,  0.0382,
Q1    232, 2135, 2072,   58,    5,   0.0272,  9.2026, 10.7534, -0.3788,  0.0225,  0.0753,
Q0    233, 2185, 2091,   87,    7,   0.0398,  9.3777, 10.3846, -0.0895,  0.0420,  0.0385,
Q1    233, 2142, 2084,   58,    0,   0.0271,  9.1931, 10.7659, -0.3808,  0.0215,  0.0766,
Q0    234, 2195, 2106,   87,    2,   0.0396,  9.3803, 10.4081, -0.0937,  0.0423,  0.0408,
Q1    234, 2150, 2092,   58,    0,   0.0270,  9.1880, 10.7811, -0.3831,  0.0209,  0.0781,
Q0    235, 2205, 2117,   87,    1,   0.0395,  9.3830, 10.4153, -0.0978,  0.0426,  0.0415,
Q1    235, 2158, 2100,   58,    0,   0.0269,  9.1830, 10.7669, -0.3854,  0.0203,  0.0767,
Q0    236, 2214, 2124,   87,    3,   0.0393,  9.3814, 10.4105, -0.1015,  0.0424,  0.0411,
Q1    236, 2166, 2107,   58,    1,   0.0268,  9.1780, 10.7521, -0.3877,  0.0198,  0.0752,
Q0    237, 2227, 2135,   87,    5,   0.0391,  9.3966, 10.4166, -0.1067,  0.0441,  0.0417,
Q1    237, 2178, 2116,   58,    4,   0.0266,  9.1899, 10.7447, -0.3911,  0.0211,  0.0745,
Q0    238, 2232, 2145,   87,    0,   0.0390,  9.3782, 10.4366, -0.1087,  0.0420,  0.0437,
Q1    238, 2195, 2127,   58,   10,   0.0264,  9.2227, 10.7510, -0.3958,  0.0247,  0.0751,
Q0    239, 2240, 2153,   87,    0,   0.0388,  9.3724, 10.4319, -0.1119,  0.0414,  0.0432,
Q1    239, 2208, 2137,   62,    9,   0.0281,  9.2427, 10.7317, -0.3579,  0.0270,  0.0732,
